    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.173	 DELIVER	     1 	   1.21 	   6.16 	      0 
    8.646	 DELIVER	     2 	  0.799 	   8.38 	      0 
    9.364	 DELIVER	     3 	  0.616 	   8.63 	      0 
    9.435	 DELIVER	     4 	   2.42 	   8.68 	      0 
   11.528	 DELIVER	     5 	   1.16 	   5.93 	      0 
   12.525	 DELIVER	     6 	  0.532 	   5.25 	      0 
   15.228	 DELIVER	     7 	      3 	    7.6 	      0 
   17.566	 DELIVER	     8 	   1.77 	   8.36 	      0 
   23.207	 DELIVER	     9 	   1.23 	   7.59 	      0 
   23.627	 DELIVER	    10 	   1.95 	   7.58 	      0 
   26.566	 DELIVER	    11 	   2.22 	   9.69 	      0 
   27.762	 DELIVER	    12 	   2.22 	   18.1 	      0 
   28.470	 DELIVER	    13 	   1.87 	   11.6 	      0 
   29.130	 DELIVER	    14 	   2.36 	   10.3 	      0 
   29.174	 DELIVER	    15 	   1.14 	   8.81 	      0 
   29.205	 DELIVER	    16 	   1.54 	   8.42 	      0 
   29.346	 DELIVER	    17 	   1.39 	   7.91 	      0 
   29.461	 DELIVER	    18 	   1.54 	     21 	      0 
   34.090	 DELIVER	    19 	    2.3 	   6.44 	      0 
   37.821	 DELIVER	    20 	  0.738 	   4.76 	      0 
   38.108	 DELIVER	    21 	   1.21 	   5.71 	      0 
   42.973	 DELIVER	    22 	  0.643 	   7.27 	      0 
   46.281	 DELIVER	    23 	   2.36 	   8.83 	      0 
   46.567	 DELIVER	    24 	   2.43 	   8.65 	      0 
   46.870	 DELIVER	    25 	  0.693 	   7.69 	      0 
   52.529	 DELIVER	    26 	  0.609 	   9.38 	      0 
   53.424	 DELIVER	    27 	  0.674 	   8.51 	      0 
   55.945	 DELIVER	    28 	   1.91 	   10.2 	      0 
   58.654	 DELIVER	    29 	   1.28 	   10.9 	 0.0166 
   60.581	 DELIVER	    30 	   2.13 	      9 	  0.171 
   60.695	 DELIVER	    31 	   1.97 	   8.74 	  0.171 
   62.568	 DELIVER	    32 	   2.64 	   10.4 	  0.171 
   62.765	 DELIVER	    33 	   2.08 	   10.5 	   3.93 
   63.073	 DELIVER	    34 	    2.8 	   10.6 	   3.93 
   63.503	 DELIVER	    35 	   2.14 	   10.7 	   3.93 
   65.225	 DELIVER	    36 	    1.3 	   9.74 	   5.31 
   66.733	 DELIVER	    37 	    1.3 	     57 	   5.31 
   67.026	 DELIVER	    38 	   1.46 	   11.4 	   5.31 
   67.402	 DELIVER	    39 	   2.35 	   11.7 	   5.31 
   67.599	 DELIVER	    40 	  0.456 	   10.6 	   5.31 
   69.220	 DELIVER	    41 	   1.96 	   11.8 	   5.31 
   69.533	 DELIVER	    42 	   1.96 	   57.7 	   5.31 
   70.207	 DELIVER	    43 	  0.942 	   11.7 	   5.31 
   71.450	 DELIVER	    44 	  0.484 	   12.8 	   5.31 
   71.552	 DELIVER	    45 	   2.45 	   12.6 	   5.31 
   71.676	 DELIVER	    46 	   2.07 	   12.4 	   5.31 
   72.620	 DELIVER	    47 	  0.575 	   11.2 	   5.31 
   73.623	 DELIVER	    48 	   1.08 	   13.6 	   5.31 
   75.826	 DELIVER	    49 	   1.43 	   13.8 	   5.31 
   75.832	 DELIVER	    50 	   1.43 	     62 	   5.31 
   76.355	 DELIVER	    51 	   1.47 	   13.6 	   5.31 
   78.040	 DELIVER	    52 	   1.66 	   14.4 	   5.31 
   79.385	 DELIVER	    53 	  0.681 	   14.5 	   5.31 
   80.308	 DELIVER	    54 	   1.69 	   13.1 	   5.31 
   83.115	 DELIVER	    55 	  0.735 	   14.8 	   5.31 
   83.306	 DELIVER	    56 	   1.76 	   14.7 	   5.31 
   84.888	 DELIVER	    57 	   2.69 	   15.2 	   5.31 
   86.014	 DELIVER	    58 	   1.24 	   14.8 	   5.31 
   86.735	 DELIVER	    59 	  0.406 	   15.5 	   5.31 
   87.793	 DELIVER	    60 	  0.426 	   14.6 	   5.31 
   88.814	 DELIVER	    61 	   2.82 	   14.6 	   5.31 
   88.924	 DELIVER	    62 	   1.36 	   14.5 	   5.31 
   89.902	 DELIVER	    63 	   1.38 	   15.1 	   5.31 
   90.333	 DELIVER	    64 	   1.66 	   14.5 	   5.31 
   92.345	 DELIVER	    65 	  0.671 	   15.2 	   5.31 
   94.936	 DELIVER	    66 	  0.976 	   17.1 	   5.31 
   95.017	 DELIVER	    67 	   2.73 	   16.8 	   5.31 
   97.591	 DELIVER	    68 	   1.22 	   19.1 	   5.31 
   97.709	 DELIVER	    69 	  0.387 	   18.7 	   5.31 
   98.029	 DELIVER	    70 	   1.29 	   18.1 	   5.31 
   99.689	 DELIVER	    71 	   1.63 	   19.4 	   5.31 
  101.825	 DELIVER	    72 	   1.96 	   9.52 	   5.31 
  102.443	 DELIVER	    73 	   1.25 	    8.4 	   5.31 
  102.743	 DELIVER	    74 	    1.9 	   8.17 	   5.31 
  115.203	 DELIVER	    75 	   1.22 	   6.58 	   5.31 
  118.420	 DELIVER	    76 	  0.521 	   5.99 	   5.31 
  120.647	 DELIVER	    77 	   1.92 	    7.9 	   5.31 
  121.209	 DELIVER	    78 	   2.42 	   7.44 	   5.31 
  122.151	 DELIVER	    79 	    2.2 	   7.64 	   5.31 
  123.241	 DELIVER	    80 	   2.13 	   7.76 	   5.31 
  123.800	 DELIVER	    81 	   1.69 	      8 	   5.31 
  124.756	 DELIVER	    82 	  0.629 	   6.95 	   5.31 
  126.346	 DELIVER	    83 	   2.84 	   9.96 	   5.31 
  126.858	 DELIVER	    84 	  0.629 	    120 	   5.74 
  127.292	 DELIVER	    85 	   2.72 	    8.7 	   5.74 
  128.124	 DELIVER	    86 	   1.61 	   8.02 	   5.74 
  129.001	 DELIVER	    87 	   1.31 	   7.67 	   5.74 
  129.551	 DELIVER	    88 	   1.31 	    122 	   5.74 
  131.946	 DELIVER	    89 	  0.981 	   9.77 	   5.74 
  132.538	 DELIVER	    90 	    2.1 	   10.4 	   5.74 
  136.032	 DELIVER	    91 	   2.35 	   13.6 	   5.74 
  137.179	 DELIVER	    92 	   2.12 	   14.1 	   5.74 
  137.861	 DELIVER	    93 	      3 	   14.6 	   5.74 
  138.537	 DELIVER	    94 	   2.94 	   14.6 	   5.74 
  138.733	 DELIVER	    95 	   1.65 	   14.7 	   5.74 
