    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    5.531	 DELIVER	     1 	   2.39 	   5.52 	      0 
   11.134	 DELIVER	     2 	   2.31 	   8.83 	      0 
   11.263	 DELIVER	     3 	   2.31 	   2.44 	      0 
   11.527	 DELIVER	     4 	   1.83 	   8.95 	      0 
   14.082	 DELIVER	     5 	   2.15 	   9.96 	      0 
   14.656	 DELIVER	     6 	    1.4 	   5.67 	      0 
   15.509	 DELIVER	     7 	  0.778 	   4.92 	      0 
   18.167	 DELIVER	     8 	   2.22 	   7.12 	      0 
   23.009	 DELIVER	     9 	   2.15 	   10.1 	      0 
   23.364	 DELIVER	    10 	  0.749 	   5.59 	      0 
   26.543	 DELIVER	    11 	   1.65 	   7.31 	      0 
   29.802	 DELIVER	    12 	   1.46 	   6.79 	      0 
   32.618	 DELIVER	    13 	   0.93 	   6.44 	      0 
   33.512	 DELIVER	    14 	   1.31 	   5.86 	      0 
   33.780	 DELIVER	    15 	  0.434 	   4.87 	      0 
   35.283	 DELIVER	    16 	   1.76 	   5.61 	      0 
   36.428	 DELIVER	    17 	   2.83 	   6.85 	      0 
   38.676	 DELIVER	    18 	      3 	   6.93 	      0 
   39.345	 DELIVER	    19 	   1.87 	   7.23 	      0 
   39.578	 DELIVER	    20 	  0.482 	   6.68 	      0 
   44.810	 DELIVER	    21 	   1.51 	   6.54 	      0 
   49.444	 DELIVER	    22 	   2.75 	   8.37 	      0 
   49.519	 DELIVER	    23 	   2.75 	   41.1 	      0 
   49.716	 DELIVER	    24 	   2.67 	   7.86 	      0 
   55.049	 DELIVER	    25 	   1.48 	   13.1 	      0 
   58.329	 DELIVER	    26 	   1.67 	     15 	      0 
   59.294	 DELIVER	    27 	   1.19 	   14.5 	      0 
   62.235	 DELIVER	    28 	    2.7 	   17.1 	      0 
   62.382	 DELIVER	    29 	   2.41 	   16.2 	      0 
   62.469	 DELIVER	    30 	   2.66 	   12.9 	      0 
   62.930	 DELIVER	    31 	      1 	   4.69 	      0 
