    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    9.445	 DELIVER	     1 	  0.484 	    7.5 	      0 
    9.955	 DELIVER	     2 	  0.484 	   2.46 	      0 
   15.265	 DELIVER	     3 	   1.46 	   9.68 	      0 
   15.632	 DELIVER	     4 	   0.76 	    7.1 	      0 
   17.296	 DELIVER	     5 	    2.4 	   7.22 	      0 
   19.622	 DELIVER	     6 	  0.869 	   4.48 	      0 
   21.960	 DELIVER	     7 	   2.91 	   7.27 	      0 
   28.453	 DELIVER	     8 	   1.45 	   7.03 	      0 
   29.752	 DELIVER	     9 	   1.82 	   7.67 	      0 
   29.974	 DELIVER	    10 	   2.17 	   6.86 	      0 
   31.583	 DELIVER	    11 	   1.45 	   7.37 	      0 
   33.807	 DELIVER	    12 	   1.06 	   6.53 	      0 
   36.539	 DELIVER	    13 	   1.14 	   5.54 	      0 
   42.285	 DELIVER	    14 	    2.3 	   8.64 	      0 
   49.235	 DELIVER	    15 	   2.52 	   6.21 	      0 
   51.414	 DELIVER	    16 	   2.95 	      8 	      0 
   52.846	 DELIVER	    17 	   1.02 	   5.43 	      0 
   53.208	 DELIVER	    18 	   1.33 	   6.36 	      0 
   57.831	 DELIVER	    19 	  0.407 	   5.37 	      0 
   60.919	 DELIVER	    20 	   2.95 	   8.16 	      0 
   61.322	 DELIVER	    21 	   1.17 	   8.48 	      0 
   62.923	 DELIVER	    22 	   1.44 	   9.55 	      0 
   63.852	 DELIVER	    23 	   2.39 	   9.35 	      0 
   64.002	 DELIVER	    24 	   2.52 	   8.72 	      0 
   65.391	 DELIVER	    25 	    2.6 	   11.8 	      0 
   65.421	 DELIVER	    26 	   1.14 	   10.5 	      0 
   67.537	 DELIVER	    27 	   2.73 	   11.6 	      0 
   67.718	 DELIVER	    28 	   1.25 	   10.9 	      0 
   67.928	 DELIVER	    29 	   2.32 	   7.62 	      0 
   68.959	 DELIVER	    30 	   1.44 	   5.17 	      0 
   72.022	 DELIVER	    31 	   1.72 	   8.15 	      0 
   73.783	 DELIVER	    32 	  0.617 	   9.64 	      0 
   74.575	 DELIVER	    33 	   2.24 	   8.73 	      0 
   74.866	 DELIVER	    34 	   2.58 	   8.79 	      0 
   75.842	 DELIVER	    35 	  0.655 	   9.71 	      0 
   76.610	 DELIVER	    36 	   2.07 	   10.2 	      0 
   76.628	 DELIVER	    37 	   1.93 	   9.86 	      0 
   79.441	 DELIVER	    38 	   2.88 	   12.7 	      0 
   80.321	 DELIVER	    39 	   1.85 	   13.3 	      0 
   80.733	 DELIVER	    40 	   2.95 	   12.9 	      0 
   81.999	 DELIVER	    41 	   2.25 	   13.9 	      0 
   82.755	 DELIVER	    42 	   2.97 	   14.3 	      0 
   83.506	 DELIVER	    43 	  0.496 	   12.9 	      0 
   84.270	 DELIVER	    44 	   2.69 	   12.2 	      0 
   85.447	 DELIVER	    45 	   1.77 	   12.8 	      0 
   87.354	 DELIVER	    46 	    2.3 	     15 	      0 
   87.610	 DELIVER	    47 	  0.834 	   14.8 	      0 
   87.663	 DELIVER	    48 	   1.85 	   14.6 	      0 
   88.892	 DELIVER	    49 	   2.23 	   15.5 	      0 
