    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
   89.995	 DELIVER	    50 	  0.932 	   14.5 	      0 
   90.419	 DELIVER	    51 	   2.53 	   15.5 	      0 
   91.608	 DELIVER	    52 	   2.61 	   17.7 	      0 
   93.450	 DELIVER	    53 	   2.91 	   17.9 	   19.1 
   93.458	 DELIVER	    54 	   2.54 	   17.8 	   19.1 
   95.314	 DELIVER	    55 	  0.745 	   17.5 	   19.1 
   96.867	 DELIVER	    56 	  0.386 	   17.6 	   19.1 
   97.972	 DELIVER	    57 	   2.68 	   19.8 	   19.1 
  103.371	 DELIVER	    58 	   2.83 	   24.7 	   19.1 
  103.627	 DELIVER	    59 	   2.84 	   24.3 	   19.1 
  106.243	 DELIVER	    60 	    1.5 	   26.8 	   19.1 
  106.783	 DELIVER	    61 	   2.56 	     27 	   19.1 
  106.933	 DELIVER	    62 	   2.97 	   25.6 	   19.1 
  107.350	 DELIVER	    63 	  0.486 	   25.2 	   19.1 
  109.048	 DELIVER	    64 	   2.57 	   23.6 	   19.1 
  109.147	 DELIVER	    65 	   1.24 	   23.2 	   19.1 
  110.762	 DELIVER	    66 	  0.587 	   19.9 	   19.1 
  112.327	 DELIVER	    67 	   2.59 	   18.9 	   19.1 
  112.467	 DELIVER	    68 	  0.413 	   17.6 	   19.1 
  114.253	 DELIVER	    69 	   1.14 	   17.2 	   19.1 
  115.915	 DELIVER	    70 	   2.32 	   17.9 	   19.1 
  117.801	 DELIVER	    71 	   2.43 	   17.8 	   19.1 
  118.327	 DELIVER	    72 	  0.796 	   13.3 	   19.1 
  118.349	 DELIVER	    73 	    1.4 	   9.87 	   19.1 
  119.597	 DELIVER	    74 	  0.919 	   8.57 	   19.1 
  120.537	 DELIVER	    75 	   1.48 	   7.19 	   19.1 
  123.092	 DELIVER	    76 	    2.3 	   9.83 	   19.1 
  124.641	 DELIVER	    77 	   1.48 	    117 	   19.1 
  125.604	 DELIVER	    78 	   1.71 	   12.2 	   19.1 
  127.641	 DELIVER	    79 	   1.16 	     12 	   19.1 
  128.024	 DELIVER	    80 	   2.16 	   11.8 	   19.1 
  128.695	 DELIVER	    81 	   2.44 	   12.3 	   19.1 
  128.971	 DELIVER	    82 	   2.39 	   10.7 	   19.1 
  129.360	 DELIVER	    83 	   2.89 	   9.67 	   19.1 
  130.198	 DELIVER	    84 	    0.8 	   9.26 	   19.8 
  132.007	 DELIVER	    85 	   1.19 	   11.5 	   20.1 
  132.085	 DELIVER	    86 	   2.16 	   11.5 	   20.1 
  135.560	 DELIVER	    87 	    0.8 	    126 	   21.2 
  137.779	 DELIVER	    88 	   1.62 	     16 	   21.2 
  138.896	 DELIVER	    89 	    2.1 	   16.3 	   21.2 
  141.648	 DELIVER	    90 	   2.89 	   18.4 	   26.9 
  142.773	 DELIVER	    91 	   2.82 	   16.2 	   26.9 
  145.512	 DELIVER	    92 	   2.62 	   18.6 	   26.9 
  148.510	 DELIVER	    93 	   1.85 	   20.8 	   26.9 
  150.557	 DELIVER	    94 	   2.76 	   22.2 	   26.9 
  150.640	 DELIVER	    95 	   1.46 	   22.1 	   26.9 
  151.307	 DELIVER	    96 	    1.3 	   22.6 	   26.9 
  151.859	 DELIVER	    97 	  0.667 	   23.2 	   26.9 
  151.944	 DELIVER	    98 	   1.87 	   23.2 	   26.9 
  152.764	 DELIVER	    99 	   1.95 	   23.4 	   26.9 
  156.067	 DELIVER	   100 	   2.81 	   24.9 	   26.9 
  157.099	 DELIVER	   101 	   2.36 	   25.4 	   26.9 
  157.104	 DELIVER	   102 	  0.842 	   22.7 	   26.9 
  158.470	 DELIVER	   103 	  0.432 	   23.9 	   26.9 
  158.717	 DELIVER	   104 	    1.8 	   23.8 	   26.9 
  158.837	 DELIVER	   105 	    1.9 	   23.5 	   26.9 
  159.946	 DELIVER	   106 	   2.45 	   24.5 	   26.9 
  161.599	 DELIVER	   107 	   2.32 	   25.9 	   26.9 
  162.212	 DELIVER	   108 	   1.74 	   25.4 	   26.9 
  162.250	 DELIVER	   109 	   2.61 	   24.8 	   26.9 
  164.087	 DELIVER	   110 	  0.853 	   25.4 	   26.9 
  165.807	 DELIVER	   111 	  0.966 	   23.4 	   26.9 
  166.363	 DELIVER	   112 	   2.41 	   21.4 	   26.9 
  166.903	 DELIVER	   113 	   1.94 	   21.8 	   26.9 
  166.987	 DELIVER	   114 	   1.95 	   21.1 	   26.9 
  168.355	 DELIVER	   115 	   2.19 	   21.5 	   26.9 
  168.419	 DELIVER	   116 	   2.39 	   20.5 	   26.9 
  169.667	 DELIVER	   117 	  0.416 	   19.6 	   26.9 
  170.613	 DELIVER	   118 	   2.34 	   16.6 	   26.9 
  171.417	 DELIVER	   119 	   1.27 	   13.2 	   26.9 
  172.399	 DELIVER	   120 	   0.37 	   9.11 	   26.9 
  173.287	 DELIVER	   121 	    1.6 	   9.88 	   26.9 
  173.383	 DELIVER	   122 	    1.2 	   5.91 	   26.9 
  175.679	 DELIVER	   123 	   1.58 	   6.27 	   26.9 
  175.876	 DELIVER	   124 	   1.72 	   7.37 	   26.9 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.687 Time Sample Var. =	 0.5567
 Event Ave. =	  1.791 Event Sample Var. =	 0.6116
 Minimum =	      0
 Maximum =	  2.971
SYSTEM[ID[7]]:
 Time Ave. = 	  12.35 Time Sample Var. =	  207.5
 Event Ave. =	  16.38 Event Sample Var. =	  225.3
 Minimum =	      0
 Maximum =	  126.3
RATIO[0]:
 Time Ave. = 	  14.96 Time Sample Var. =	  150.2
 Event Ave. =	  13.39 Event Sample Var. =	  137.8
 Minimum =	      0
 Maximum =	  26.95
