    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  165.937	 DELIVER	   125 	   0.99 	   11.1 	   26.8 
  167.709	 DELIVER	   126 	   1.67 	   12.4 	   26.8 
  167.918	 DELIVER	   127 	   1.26 	   8.32 	   26.8 
  170.652	 DELIVER	   128 	  0.842 	   10.9 	   26.8 
  172.678	 DELIVER	   129 	  0.524 	   9.93 	   26.8 
  172.745	 DELIVER	   130 	  0.489 	    5.6 	   26.8 
  173.967	 DELIVER	   131 	   2.79 	    7.9 	   26.8 
  176.196	 DELIVER	   132 	   2.58 	   7.48 	   26.8 
  179.092	 DELIVER	   133 	   2.61 	   7.24 	   26.8 
  179.687	 DELIVER	   134 	  0.806 	   6.11 	   26.8 
  180.848	 DELIVER	   135 	  0.542 	    6.4 	   26.8 
  181.141	 DELIVER	   136 	   0.69 	   4.98 	   26.8 
  183.159	 DELIVER	   137 	   2.51 	   8.86 	   26.8 
  183.268	 DELIVER	   138 	   2.14 	   7.64 	   26.8 
  188.525	 DELIVER	   139 	   1.48 	   8.79 	   26.8 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.507 Time Sample Var. =	 0.6088
 Event Ave. =	  1.616 Event Sample Var. =	 0.6023
 Minimum =	 0.3697
 Maximum =	  2.999
SYSTEM[ID[7]]:
 Time Ave. = 	   13.8 Time Sample Var. =	  108.3
 Event Ave. =	  17.61 Event Sample Var. =	  100.8
 Minimum =	  4.513
 Maximum =	  53.67
RATIO[0]:
 Time Ave. = 	  16.97 Time Sample Var. =	  165.7
 Event Ave. =	  16.69 Event Sample Var. =	    167
 Minimum =	      0
 Maximum =	  26.83
