    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
   72.736	 DELIVER	    31 	  0.504 	   9.61 	      0 
   72.822	 DELIVER	    32 	   2.17 	   8.57 	      0 
   74.278	 DELIVER	    33 	   2.32 	   9.81 	      0 
   75.174	 DELIVER	    34 	   2.32 	   10.6 	      0 
   76.949	 DELIVER	    35 	   2.58 	   12.1 	      0 
   76.990	 DELIVER	    36 	  0.406 	     12 	      0 
   78.210	 DELIVER	    37 	   1.82 	   12.5 	      0 
   78.314	 DELIVER	    38 	  0.799 	   12.3 	      0 
   79.833	 DELIVER	    39 	   2.15 	   13.6 	      0 
   79.903	 DELIVER	    40 	   1.57 	   12.8 	      0 
   80.009	 DELIVER	    41 	   1.87 	   12.4 	      0 
   81.548	 DELIVER	    42 	   1.13 	   13.8 	      0 
   81.987	 DELIVER	    43 	  0.687 	   13.4 	      0 
   83.072	 DELIVER	    44 	      3 	   14.6 	      0 
   84.395	 DELIVER	    45 	   2.99 	   15.7 	   14.6 
   84.680	 DELIVER	    46 	   1.74 	   15.4 	   14.6 
   85.840	 DELIVER	    47 	   2.39 	   16.5 	   14.6 
   86.081	 DELIVER	    48 	   1.51 	   15.8 	   14.6 
   87.938	 DELIVER	    49 	   1.16 	   16.7 	   14.6 
   88.061	 DELIVER	    50 	   2.73 	   15.9 	   14.6 
   90.318	 DELIVER	    51 	   1.54 	   17.8 	   14.6 
   91.017	 DELIVER	    52 	   2.16 	   18.3 	   14.6 
   91.028	 DELIVER	    53 	   2.11 	   16.8 	   14.6 
   92.435	 DELIVER	    54 	   1.17 	   16.9 	   14.6 
   92.713	 DELIVER	    55 	  0.588 	     16 	   14.6 
   96.433	 DELIVER	    56 	    2.2 	   18.8 	   14.6 
   96.605	 DELIVER	    57 	   1.31 	   17.9 	   14.6 
   97.094	 DELIVER	    58 	   2.41 	     18 	   14.6 
   98.174	 DELIVER	    59 	   1.43 	   16.7 	   14.6 
   98.498	 DELIVER	    60 	  0.884 	   14.2 	   14.6 
   99.309	 DELIVER	    61 	  0.804 	   11.8 	   14.6 
   99.368	 DELIVER	    62 	   1.81 	   11.8 	   14.6 
   99.897	 DELIVER	    63 	   1.27 	   11.5 	   14.6 
  100.065	 DELIVER	    64 	  0.722 	    5.1 	   14.6 
  103.082	 DELIVER	    65 	   1.93 	    6.3 	   14.6 
  103.190	 DELIVER	    66 	   1.84 	   7.99 	   14.6 
  104.430	 DELIVER	    67 	   1.49 	   6.96 	   14.6 
  110.383	 DELIVER	    68 	    1.4 	   6.58 	   14.6 
  112.837	 DELIVER	    69 	   2.14 	    7.1 	   14.6 
  114.511	 DELIVER	    70 	   1.32 	    4.7 	   14.6 
  115.733	 DELIVER	    71 	   1.11 	   7.62 	   14.6 
  115.783	 DELIVER	    72 	   1.37 	   5.25 	   14.6 
  117.691	 DELIVER	    73 	   0.38 	   6.32 	   14.6 
  119.025	 DELIVER	    74 	   2.75 	   7.43 	   14.6 
  119.651	 DELIVER	    75 	   1.45 	   7.53 	   14.6 
  122.890	 DELIVER	    76 	   2.56 	   7.01 	   14.6 
  123.698	 DELIVER	    77 	   2.71 	   7.56 	   14.6 
  124.614	 DELIVER	    78 	   1.41 	   5.02 	   14.6 
  125.591	 DELIVER	    79 	   1.79 	   9.08 	   14.6 
  126.623	 DELIVER	    80 	   2.37 	    6.4 	   14.6 
  127.905	 DELIVER	    81 	   1.11 	      7 	   14.6 
  128.602	 DELIVER	    82 	  0.955 	   7.52 	   14.6 
  129.014	 DELIVER	    83 	   1.57 	   5.47 	   14.6 
  130.572	 DELIVER	    84 	   1.42 	   6.85 	   14.6 
  131.378	 DELIVER	    85 	   1.25 	   7.74 	   14.6 
  131.787	 DELIVER	    86 	   1.42 	    125 	   14.6 
  132.026	 DELIVER	    87 	   2.31 	   7.56 	   14.6 
  136.212	 DELIVER	    88 	   2.31 	    129 	   14.6 
  138.500	 DELIVER	    89 	   2.14 	   12.3 	   14.6 
  139.549	 DELIVER	    90 	   1.93 	   12.9 	   14.6 
  140.363	 DELIVER	    91 	  0.661 	   13.3 	   14.6 
  141.560	 DELIVER	    92 	  0.582 	   13.9 	   14.6 
  142.268	 DELIVER	    93 	   2.79 	   13.6 	   14.6 
  142.510	 DELIVER	    94 	   2.34 	   12.9 	   14.6 
  143.441	 DELIVER	    95 	  0.755 	     13 	   14.6 
  143.997	 DELIVER	    96 	   2.04 	   12.2 	   14.6 
  149.218	 DELIVER	    97 	  0.465 	   17.1 	   14.6 
  149.349	 DELIVER	    98 	   2.57 	   15.7 	   14.6 
  149.983	 DELIVER	    99 	   1.18 	   16.3 	   14.6 
  150.774	 DELIVER	   100 	   2.47 	   15.8 	   14.6 
  151.925	 DELIVER	   101 	   1.33 	   16.3 	   14.6 
  153.804	 DELIVER	   102 	   1.72 	   18.1 	   14.6 
  154.028	 DELIVER	   103 	   2.98 	   18.2 	   14.6 
  154.154	 DELIVER	   104 	  0.817 	   14.5 	   14.6 
  155.078	 DELIVER	   105 	   2.98 	   15.3 	   14.6 
  159.371	 DELIVER	   106 	   0.77 	   17.8 	   14.6 
  159.938	 DELIVER	   107 	  0.722 	   12.7 	   14.6 
  161.219	 DELIVER	   108 	   2.05 	   11.5 	   14.6 
  162.110	 DELIVER	   109 	   1.93 	   10.6 	   14.6 
  162.326	 DELIVER	   110 	   2.02 	   6.49 	   14.6 
  164.145	 DELIVER	   111 	   1.07 	   8.96 	   14.6 
  167.543	 DELIVER	   112 	   0.97 	   9.26 	   14.6 
  176.348	 DELIVER	   113 	    2.4 	   8.86 	   14.6 
  176.902	 DELIVER	   114 	      1 	   7.19 	   14.6 
  178.237	 DELIVER	   115 	   1.39 	   6.26 	   14.6 
  183.910	 DELIVER	   116 	   2.85 	    9.4 	   14.6 
  185.154	 DELIVER	   117 	   0.59 	   6.24 	   14.6 
  186.168	 DELIVER	   118 	   2.37 	   8.48 	   14.6 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.761 Time Sample Var. =	 0.5719
 Event Ave. =	  1.691 Event Sample Var. =	  0.535
 Minimum =	 0.3803
 Maximum =	  2.996
SYSTEM[ID[7]]:
 Time Ave. = 	  10.31 Time Sample Var. =	  172.5
 Event Ave. =	  12.95 Event Sample Var. =	  256.5
 Minimum =	  4.456
 Maximum =	  128.7
RATIO[0]:
 Time Ave. = 	  9.464 Time Sample Var. =	  48.58
 Event Ave. =	  9.154 Event Sample Var. =	  49.82
 Minimum =	      0
 Maximum =	   14.6
