    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.351	 DELIVER	     1 	  0.467 	   6.35 	      0 
   10.054	 DELIVER	     2 	   0.42 	   5.42 	      0 
   11.506	 DELIVER	     3 	   1.59 	   7.67 	      0 
   12.244	 DELIVER	     4 	  0.422 	   4.46 	      0 
   12.652	 DELIVER	     5 	   1.78 	    6.2 	      0 
   21.022	 DELIVER	     6 	   1.59 	   6.72 	      0 
   22.638	 DELIVER	     7 	   1.39 	   7.95 	      0 
   22.881	 DELIVER	     8 	   2.79 	   8.67 	      0 
   25.958	 DELIVER	     9 	   2.58 	   9.57 	      0 
   31.920	 DELIVER	    10 	   2.46 	   9.32 	      0 
   32.027	 DELIVER	    11 	   2.95 	   8.93 	      0 
   32.353	 DELIVER	    12 	   1.37 	   6.03 	      0 
   32.626	 DELIVER	    13 	   1.07 	   6.01 	      0 
   37.165	 DELIVER	    14 	    1.1 	   7.38 	      0 
   38.277	 DELIVER	    15 	   2.29 	   7.66 	      0 
   42.539	 DELIVER	    16 	  0.393 	      5 	      0 
   47.518	 DELIVER	    17 	   2.75 	   6.68 	      0 
   49.770	 DELIVER	    18 	    1.8 	    7.9 	      0 
   51.695	 DELIVER	    19 	   2.36 	   7.45 	      0 
   54.285	 DELIVER	    20 	   1.55 	   7.56 	      0 
   61.405	 DELIVER	    21 	   2.06 	   7.35 	      0 
   61.444	 DELIVER	    22 	   1.94 	   7.83 	      0 
   62.805	 DELIVER	    23 	   2.06 	   55.5 	      0 
   64.222	 DELIVER	    24 	   2.38 	   6.01 	      0 
   65.497	 DELIVER	    25 	   2.95 	   8.92 	      0 
   66.396	 DELIVER	    26 	   1.31 	   7.62 	      0 
   66.883	 DELIVER	    27 	   1.02 	   5.65 	      0 
   71.181	 DELIVER	    28 	   2.45 	   10.5 	      0 
   71.897	 DELIVER	    29 	    1.6 	   10.2 	      0 
   72.539	 DELIVER	    30 	   2.08 	   10.3 	      0 
