    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.121	 DELIVER	     1 	   2.71 	   6.11 	      0 
    8.901	 DELIVER	     2 	  0.681 	   6.58 	      0 
   11.673	 DELIVER	     3 	   2.96 	   9.18 	      0 
   16.028	 DELIVER	     4 	   1.47 	    7.2 	      0 
   23.785	 DELIVER	     5 	   2.05 	   8.98 	      0 
   28.888	 DELIVER	     6 	   1.31 	   8.07 	      0 
   35.052	 DELIVER	     7 	   1.46 	   6.33 	      0 
   38.105	 DELIVER	     8 	   1.72 	   7.17 	      0 
   38.579	 DELIVER	     9 	   2.78 	   7.44 	      0 
   44.060	 DELIVER	    10 	   2.13 	     10 	      0 
   44.297	 DELIVER	    11 	   1.98 	   7.47 	      0 
   54.118	 DELIVER	    12 	  0.584 	   6.29 	      0 
   56.479	 DELIVER	    13 	    1.6 	   6.88 	      0 
   60.296	 DELIVER	    14 	   1.68 	   5.15 	      0 
   62.063	 DELIVER	    15 	   2.67 	   7.25 	      0 
   64.227	 DELIVER	    16 	   2.92 	   7.21 	      0 
   65.831	 DELIVER	    17 	   0.89 	   6.61 	 0.0132 
   66.734	 DELIVER	    18 	   0.89 	   60.1 	 0.0132 
   67.623	 DELIVER	    19 	   1.99 	   8.18 	 0.0132 
   68.275	 DELIVER	    20 	   1.99 	   60.1 	 0.0132 
   69.602	 DELIVER	    21 	  0.777 	   8.98 	 0.0132 
   69.842	 DELIVER	    22 	   2.82 	   9.43 	 0.0132 
   70.271	 DELIVER	    23 	   2.47 	   9.76 	 0.0132 
   71.674	 DELIVER	    24 	  0.496 	   10.3 	 0.0132 
   73.603	 DELIVER	    25 	   2.79 	   12.9 	 0.0132 
   73.760	 DELIVER	    26 	   2.52 	   12.2 	 0.0132 
   74.783	 DELIVER	    27 	   2.18 	     13 	 0.0132 
   76.392	 DELIVER	    28 	   2.42 	   11.7 	 0.0132 
   78.761	 DELIVER	    29 	   2.28 	   15.4 	 0.0132 
   81.857	 DELIVER	    30 	   2.42 	   70.1 	 0.0132 
   82.666	 DELIVER	    31 	   1.31 	     18 	 0.0132 
   85.331	 DELIVER	    32 	  0.861 	   20.6 	   18.8 
   86.125	 DELIVER	    33 	   0.89 	   21.1 	   18.8 
   86.195	 DELIVER	    34 	  0.538 	   20.9 	   18.8 
   88.474	 DELIVER	    35 	   1.68 	   22.3 	   18.8 
   89.024	 DELIVER	    36 	   2.69 	   22.5 	   18.8 
   89.141	 DELIVER	    37 	   1.47 	   22.2 	   18.8 
   89.220	 DELIVER	    38 	   2.15 	     22 	   18.8 
   89.722	 DELIVER	    39 	  0.793 	   21.4 	   18.8 
   91.585	 DELIVER	    40 	   1.62 	   22.4 	   18.8 
   91.655	 DELIVER	    41 	   2.23 	   21.5 	   18.8 
   92.235	 DELIVER	    42 	  0.809 	   21.7 	   18.8 
   95.307	 DELIVER	    43 	  0.839 	   24.7 	   18.8 
   95.370	 DELIVER	    44 	  0.488 	   21.7 	   18.8 
   95.699	 DELIVER	    45 	   1.65 	   21.7 	   18.8 
