    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  135.544	 DELIVER	    77 	   2.41 	   13.5 	  0.476 
  136.058	 DELIVER	    78 	   1.07 	   13.2 	  0.476 
  136.521	 DELIVER	    79 	   0.49 	   13.4 	  0.476 
  138.697	 DELIVER	    80 	   1.98 	   14.4 	  0.476 
  138.932	 DELIVER	    81 	   0.55 	   13.8 	  0.476 
  140.130	 DELIVER	    82 	   1.12 	   13.8 	  0.476 
  142.120	 DELIVER	    83 	    2.8 	   12.7 	  0.476 
  144.304	 DELIVER	    84 	   1.45 	   13.7 	  0.476 
  145.624	 DELIVER	    85 	   2.38 	   14.5 	  0.476 
  146.789	 DELIVER	    86 	   1.07 	   15.5 	  0.476 
  148.833	 DELIVER	    87 	  0.749 	     17 	  0.476 
  149.378	 DELIVER	    88 	   1.66 	   16.8 	  0.476 
  149.970	 DELIVER	    89 	   2.03 	   17.2 	  0.476 
  150.274	 DELIVER	    90 	   0.77 	   16.6 	  0.476 
  151.597	 DELIVER	    91 	  0.705 	   17.1 	  0.476 
  151.859	 DELIVER	    92 	   2.23 	   14.8 	  0.476 
  152.330	 DELIVER	    93 	   2.17 	     15 	  0.476 
  152.985	 DELIVER	    94 	   2.39 	   14.6 	  0.476 
  153.470	 DELIVER	    95 	   2.85 	     15 	  0.476 
  154.200	 DELIVER	    96 	   2.92 	   13.8 	  0.476 
  154.747	 DELIVER	    97 	   1.03 	   11.4 	  0.476 
  154.946	 DELIVER	    98 	   1.85 	   10.8 	  0.476 
  155.133	 DELIVER	    99 	  0.889 	   10.9 	  0.476 
  158.088	 DELIVER	   100 	   1.68 	   7.04 	  0.476 
  164.434	 DELIVER	   101 	  0.854 	   5.35 	  0.476 
  165.575	 DELIVER	   102 	   1.87 	   6.71 	  0.476 
  166.423	 DELIVER	   103 	   1.35 	   6.83 	  0.476 
  171.710	 DELIVER	   104 	  0.886 	   8.58 	  0.476 
  176.560	 DELIVER	   105 	   1.66 	   8.99 	  0.476 
  178.332	 DELIVER	   106 	      2 	   5.89 	  0.476 
  180.747	 DELIVER	   107 	  0.624 	   4.85 	  0.476 
  183.484	 DELIVER	   108 	    2.4 	   6.84 	  0.476 
  185.177	 DELIVER	   109 	    2.2 	   6.16 	  0.476 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.676 Time Sample Var. =	 0.5297
 Event Ave. =	  1.522 Event Sample Var. =	 0.5544
 Minimum =	 0.3921
 Maximum =	  2.999
SYSTEM[ID[7]]:
 Time Ave. = 	  10.44 Time Sample Var. =	  234.2
 Event Ave. =	  13.38 Event Sample Var. =	  251.2
 Minimum =	  4.498
 Maximum =	  121.9
RATIO[0]:
 Time Ave. = 	 0.3399 Time Sample Var. =	0.04635
 Event Ave. =	 0.3627 Event Sample Var. =	 0.0412
 Minimum =	      0
 Maximum =	 0.4763
