    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    7.262	 DELIVER	     1 	  0.486 	   7.26 	      0 
    8.772	 DELIVER	     2 	  0.942 	   5.98 	      0 
    8.976	 DELIVER	     3 	    1.6 	    7.5 	      0 
   12.807	 DELIVER	     4 	  0.985 	   6.02 	      0 
   12.825	 DELIVER	     5 	   0.94 	   7.25 	      0 
   14.025	 DELIVER	     6 	  0.985 	      8 	      0 
   16.856	 DELIVER	     7 	  0.402 	   8.05 	      0 
   18.450	 DELIVER	     8 	   1.97 	   7.51 	      0 
   20.849	 DELIVER	     9 	   2.74 	   8.06 	      0 
   29.122	 DELIVER	    10 	      3 	   8.36 	      0 
   34.826	 DELIVER	    11 	   1.29 	   5.27 	      0 
   38.555	 DELIVER	    12 	   1.99 	   10.4 	      0 
   45.140	 DELIVER	    13 	   1.71 	   8.01 	      0 
   45.306	 DELIVER	    14 	   2.99 	   6.18 	      0 
   46.298	 DELIVER	    15 	    1.7 	   5.75 	      0 
   49.868	 DELIVER	    16 	   1.36 	    7.3 	      0 
   50.854	 DELIVER	    17 	   2.55 	   8.93 	      0 
   51.517	 DELIVER	    18 	  0.826 	   7.87 	      0 
   52.033	 DELIVER	    19 	   2.41 	   6.79 	      0 
   59.667	 DELIVER	    20 	  0.754 	    4.5 	      0 
   63.198	 DELIVER	    21 	   1.13 	   6.23 	      0 
   64.061	 DELIVER	    22 	    2.9 	   9.11 	      0 
   64.369	 DELIVER	    23 	    1.2 	   6.12 	      0 
   66.255	 DELIVER	    24 	   1.64 	   8.42 	      0 
   66.517	 DELIVER	    25 	   2.47 	   8.34 	      0 
   66.832	 DELIVER	    26 	   2.09 	   8.04 	      0 
   68.714	 DELIVER	    27 	   2.36 	   10.2 	  0.476 
   69.620	 DELIVER	    28 	   1.06 	   10.4 	  0.476 
   69.891	 DELIVER	    29 	   2.01 	   10.7 	  0.476 
   70.066	 DELIVER	    30 	   1.84 	   10.2 	  0.476 
   76.605	 DELIVER	    31 	   2.19 	     13 	  0.476 
   78.171	 DELIVER	    32 	   2.57 	   14.7 	  0.476 
   78.253	 DELIVER	    33 	   2.19 	   65.3 	  0.476 
   78.960	 DELIVER	    34 	  0.416 	   14.1 	  0.476 
   79.679	 DELIVER	    35 	   1.65 	   14.7 	  0.476 
   80.119	 DELIVER	    36 	   2.59 	   14.8 	  0.476 
   81.146	 DELIVER	    37 	   1.62 	   15.5 	  0.476 
   82.279	 DELIVER	    38 	  0.851 	   15.6 	  0.476 
   83.389	 DELIVER	    39 	   0.59 	   16.5 	  0.476 
   85.990	 DELIVER	    40 	  0.555 	   18.6 	  0.476 
   86.661	 DELIVER	    41 	   2.27 	   18.9 	  0.476 
   87.340	 DELIVER	    42 	   1.68 	   18.4 	  0.476 
   88.198	 DELIVER	    43 	  0.847 	   17.6 	  0.476 
   88.871	 DELIVER	    44 	   1.83 	   17.2 	  0.476 
   89.503	 DELIVER	    45 	   2.06 	   17.2 	  0.476 
   89.786	 DELIVER	    46 	  0.785 	     15 	  0.476 
   89.825	 DELIVER	    47 	  0.621 	   14.3 	  0.476 
   92.002	 DELIVER	    48 	    2.6 	   16.4 	  0.476 
   92.325	 DELIVER	    49 	   1.27 	   15.2 	  0.476 
   95.414	 DELIVER	    50 	   2.69 	   17.3 	  0.476 
   95.540	 DELIVER	    51 	   1.61 	   17.3 	  0.476 
   96.289	 DELIVER	    52 	  0.411 	     15 	  0.476 
   97.214	 DELIVER	    53 	  0.392 	   11.4 	  0.476 
   97.340	 DELIVER	    54 	  0.672 	    7.7 	  0.476 
   97.451	 DELIVER	    55 	   1.29 	   7.25 	  0.476 
   98.978	 DELIVER	    56 	   1.61 	   7.48 	  0.476 
  106.950	 DELIVER	    57 	  0.719 	   9.91 	  0.476 
  107.265	 DELIVER	    58 	   1.37 	   7.62 	  0.476 
  107.695	 DELIVER	    59 	  0.661 	   8.01 	  0.476 
  110.955	 DELIVER	    60 	  0.677 	   8.91 	  0.476 
  113.474	 DELIVER	    61 	    2.1 	   7.02 	  0.476 
  116.098	 DELIVER	    62 	    1.7 	   6.98 	  0.476 
  118.481	 DELIVER	    63 	   2.02 	   6.83 	  0.476 
  118.548	 DELIVER	    64 	   2.44 	   7.26 	  0.476 
  120.483	 DELIVER	    65 	   2.51 	   7.73 	  0.476 
  120.923	 DELIVER	    66 	   1.62 	    8.8 	  0.476 
  124.464	 DELIVER	    67 	  0.543 	   8.76 	  0.476 
  124.538	 DELIVER	    68 	  0.557 	   9.31 	  0.476 
  124.866	 DELIVER	    69 	  0.543 	    116 	  0.476 
  125.438	 DELIVER	    70 	   1.52 	   9.68 	  0.476 
  125.666	 DELIVER	    71 	    1.4 	   8.07 	  0.476 
  126.471	 DELIVER	    72 	   1.09 	   6.91 	  0.476 
  129.631	 DELIVER	    73 	    0.8 	   7.78 	  0.476 
  129.714	 DELIVER	    74 	    0.8 	    122 	  0.476 
  133.225	 DELIVER	    75 	   1.11 	   11.3 	  0.476 
  135.526	 DELIVER	    76 	  0.402 	   13.5 	  0.476 
