    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.293	 DELIVER	     1 	   2.77 	   6.28 	      0 
   11.506	 DELIVER	     2 	   2.38 	   9.39 	      0 
   11.605	 DELIVER	     3 	   1.96 	   8.65 	      0 
   12.036	 DELIVER	     4 	   1.94 	   7.45 	      0 
   12.103	 DELIVER	     5 	   1.75 	   6.45 	      0 
   15.801	 DELIVER	     6 	   2.39 	   9.96 	      0 
   16.012	 DELIVER	     7 	   1.37 	   6.61 	      0 
   18.457	 DELIVER	     8 	  0.611 	   6.08 	      0 
   19.593	 DELIVER	     9 	   1.87 	   8.86 	      0 
   20.399	 DELIVER	    10 	  0.555 	   5.88 	      0 
   27.340	 DELIVER	    11 	  0.727 	    8.8 	      0 
   28.104	 DELIVER	    12 	   2.92 	   6.16 	      0 
   30.598	 DELIVER	    13 	   1.23 	   7.56 	      0 
   31.780	 DELIVER	    14 	  0.466 	   6.23 	      0 
   32.367	 DELIVER	    15 	   2.63 	   7.74 	      0 
   32.984	 DELIVER	    16 	    2.1 	   5.82 	      0 
   33.837	 DELIVER	    17 	   1.75 	   6.16 	      0 
   35.131	 DELIVER	    18 	   1.04 	   6.96 	      0 
   38.276	 DELIVER	    19 	   1.42 	   9.79 	      0 
   44.383	 DELIVER	    20 	   2.82 	   8.04 	      0 
   55.931	 DELIVER	    21 	   0.63 	   4.88 	      0 
   57.215	 DELIVER	    22 	   1.39 	    6.1 	      0 
   58.610	 DELIVER	    23 	   1.48 	   6.75 	      0 
   59.341	 DELIVER	    24 	  0.969 	   7.38 	      0 
   60.347	 DELIVER	    25 	   2.13 	    8.3 	      0 
   62.017	 DELIVER	    26 	   1.93 	   6.68 	      0 
   62.938	 DELIVER	    27 	  0.574 	   6.63 	      0 
   63.212	 DELIVER	    28 	   0.65 	   5.36 	      0 
   64.125	 DELIVER	    29 	    1.6 	   6.05 	      0 
   64.987	 DELIVER	    30 	   2.09 	   8.09 	      0 
   65.132	 DELIVER	    31 	   2.77 	   6.32 	      0 
   67.816	 DELIVER	    32 	  0.622 	   6.33 	      0 
   67.986	 DELIVER	    33 	   2.04 	   7.88 	      0 
   69.651	 DELIVER	    34 	   2.93 	   8.02 	      0 
   70.433	 DELIVER	    35 	    2.7 	   9.11 	      0 
   76.257	 DELIVER	    36 	   1.36 	   13.1 	      0 
   77.914	 DELIVER	    37 	   2.72 	     16 	      0 
   78.653	 DELIVER	    38 	   1.36 	   65.5 	      0 
   79.000	 DELIVER	    39 	  0.842 	   14.7 	      0 
   81.751	 DELIVER	    40 	   1.17 	   17.5 	      0 
   81.949	 DELIVER	    41 	   1.85 	   16.1 	      0 
   82.127	 DELIVER	    42 	      2 	   15.4 	      0 
   82.851	 DELIVER	    43 	   2.47 	   15.8 	      0 
   83.286	 DELIVER	    44 	   0.79 	   15.2 	      0 
   84.646	 DELIVER	    45 	  0.945 	   16.4 	      0 
   88.127	 DELIVER	    46 	   1.43 	   19.1 	      0 
   88.649	 DELIVER	    47 	  0.789 	   16.3 	      0 
   89.506	 DELIVER	    48 	   2.79 	   15.7 	      0 
   89.850	 DELIVER	    49 	   1.55 	   15.6 	      0 
   90.004	 DELIVER	    50 	  0.369 	   15.3 	      0 
   91.321	 DELIVER	    51 	   2.24 	   16.6 	      0 
   91.589	 DELIVER	    52 	   1.01 	   16.5 	      0 
   92.257	 DELIVER	    53 	   2.94 	   15.3 	      0 
   93.301	 DELIVER	    54 	   1.14 	   16.1 	      0 
   93.467	 DELIVER	    55 	   2.17 	   15.6 	      0 
   94.775	 DELIVER	    56 	   1.36 	   16.7 	      0 
   94.791	 DELIVER	    57 	   1.63 	   16.6 	      0 
   95.360	 DELIVER	    58 	   1.12 	   16.8 	      0 
   95.948	 DELIVER	    59 	  0.712 	   16.7 	      0 
   96.818	 DELIVER	    60 	   2.77 	   17.1 	      0 
   97.790	 DELIVER	    61 	   2.43 	   17.7 	      0 
   98.112	 DELIVER	    62 	   1.54 	   16.6 	      0 
   98.841	 DELIVER	    63 	   2.13 	   14.1 	      0 
   99.118	 DELIVER	    64 	    2.7 	   13.2 	      0 
   99.331	 DELIVER	    65 	   2.39 	   9.82 	      0 
  100.177	 DELIVER	    66 	   2.93 	    6.9 	      0 
  103.560	 DELIVER	    67 	   2.93 	   96.7 	      0 
