    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  104.713	 DELIVER	    68 	  0.739 	   4.14 	      0 
  107.884	 DELIVER	    69 	  0.809 	   5.38 	      0 
  111.647	 DELIVER	    70 	   1.97 	   6.51 	      0 
  113.350	 DELIVER	    71 	   1.07 	   4.43 	      0 
  116.538	 DELIVER	    72 	   2.23 	    7.4 	      0 
  117.907	 DELIVER	    73 	   1.52 	    6.7 	      0 
  119.288	 DELIVER	    74 	   2.42 	   8.28 	      0 
  119.699	 DELIVER	    75 	   1.99 	   7.95 	      0 
  120.463	 DELIVER	    76 	   2.33 	   9.04 	      0 
  121.572	 DELIVER	    77 	   1.05 	   8.08 	      0 
  123.432	 DELIVER	    78 	   1.17 	   11.4 	      0 
  125.044	 DELIVER	    79 	      1 	    9.8 	      0 
  125.452	 DELIVER	    80 	   2.31 	   9.86 	      0 
  125.599	 DELIVER	    81 	   1.15 	   8.51 	      0 
  126.006	 DELIVER	    82 	  0.576 	   7.84 	      0 
  126.266	 DELIVER	    83 	   2.12 	   7.06 	      0 
  127.532	 DELIVER	    84 	   2.06 	   9.13 	      0 
  128.745	 DELIVER	    85 	   1.22 	   9.48 	      0 
  131.877	 DELIVER	    86 	   2.13 	   12.1 	      0 
  132.003	 DELIVER	    87 	   2.79 	   11.5 	      0 
  132.587	 DELIVER	    88 	  0.889 	     12 	      0 
  132.656	 DELIVER	    89 	  0.568 	   8.32 	      0 
  134.012	 DELIVER	    90 	   2.17 	   9.65 	   1.63 
  134.661	 DELIVER	    91 	   2.25 	   9.77 	    2.1 
  135.062	 DELIVER	    92 	   1.54 	   10.1 	    2.1 
  135.588	 DELIVER	    93 	   2.05 	   10.2 	   2.88 
  136.401	 DELIVER	    94 	   1.24 	   9.36 	   2.88 
  137.015	 DELIVER	    95 	   2.85 	   10.5 	   2.88 
  138.467	 DELIVER	    96 	      3 	   10.8 	   5.35 
  138.580	 DELIVER	    97 	   2.84 	   10.7 	   5.35 
  140.847	 DELIVER	    98 	  0.981 	   11.6 	   5.35 
  142.310	 DELIVER	    99 	  0.683 	   11.2 	    9.2 
  142.672	 DELIVER	   100 	   2.55 	   12.9 	    9.2 
  142.939	 DELIVER	   101 	  0.683 	    132 	    9.2 
  143.537	 DELIVER	   102 	  0.844 	   12.3 	    9.2 
  143.891	 DELIVER	   103 	   2.49 	   12.3 	    9.2 
  145.900	 DELIVER	   104 	  0.498 	   14.1 	    9.2 
  146.130	 DELIVER	   105 	   2.82 	   14.3 	    9.2 
  146.925	 DELIVER	   106 	   1.94 	   12.5 	    9.2 
  147.479	 DELIVER	   107 	  0.427 	   12.2 	    9.2 
  149.104	 DELIVER	   108 	   1.53 	   15.3 	    9.2 
  152.626	 DELIVER	   109 	   1.98 	   17.2 	    9.2 
  154.375	 DELIVER	   110 	    1.8 	   17.9 	    9.2 
  157.309	 DELIVER	   111 	   0.72 	   19.4 	    9.2 
  159.246	 DELIVER	   112 	   2.11 	     21 	    9.2 
  159.636	 DELIVER	   113 	   1.84 	   21.1 	    9.2 
  160.213	 DELIVER	   114 	  0.459 	     21 	    9.2 
  160.308	 DELIVER	   115 	  0.502 	   19.9 	    9.2 
  160.610	 DELIVER	   116 	   2.51 	   16.7 	    9.2 
  161.610	 DELIVER	   117 	   2.96 	     15 	    9.2 
  162.039	 DELIVER	   118 	   2.83 	   14.2 	    9.2 
  162.328	 DELIVER	   119 	   2.54 	     12 	    9.2 
  163.892	 DELIVER	   120 	   2.99 	   7.73 	    9.2 
  164.991	 DELIVER	   121 	   2.17 	   6.67 	    9.2 
  168.910	 DELIVER	   122 	  0.417 	   5.49 	    9.2 
  171.365	 DELIVER	   123 	   1.94 	   8.25 	    9.2 
  179.194	 DELIVER	   124 	   1.53 	   8.41 	    9.2 
  182.406	 DELIVER	   125 	  0.701 	    4.8 	    9.2 
  186.872	 DELIVER	   126 	   2.35 	   8.34 	    9.2 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	   1.82 Time Sample Var. =	  0.658
 Event Ave. =	  1.711 Event Sample Var. =	 0.6228
 Minimum =	 0.3686
 Maximum =	  2.996
SYSTEM[ID[7]]:
 Time Ave. = 	  9.771 Time Sample Var. =	  92.65
 Event Ave. =	   13.1 Event Sample Var. =	  211.6
 Minimum =	  4.144
 Maximum =	  131.7
RATIO[0]:
 Time Ave. = 	  3.876 Time Sample Var. =	  19.98
 Event Ave. =	  2.286 Event Sample Var. =	  14.54
 Minimum =	      0
 Maximum =	  9.196
