    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  107.892	 DELIVER	    66 	  0.761 	   8.49 	      0 
  108.766	 DELIVER	    67 	   2.39 	   7.08 	      0 
  109.256	 DELIVER	    68 	   2.62 	   8.48 	      0 
  110.803	 DELIVER	    69 	   2.29 	   8.17 	      0 
  111.955	 DELIVER	    70 	    1.8 	   6.38 	      0 
  112.767	 DELIVER	    71 	  0.675 	   5.99 	      0 
  118.063	 DELIVER	    72 	   2.97 	   9.28 	      0 
  119.599	 DELIVER	    73 	   2.02 	   10.4 	      0 
  120.745	 DELIVER	    74 	   2.36 	   10.8 	      0 
  120.895	 DELIVER	    75 	   1.15 	   10.4 	      0 
  121.210	 DELIVER	    76 	   1.36 	   10.1 	      0 
  127.908	 DELIVER	    77 	   0.83 	   15.4 	      0 
  129.197	 DELIVER	    78 	   1.21 	   16.5 	   3.88 
  129.671	 DELIVER	    79 	   2.34 	   16.9 	   3.88 
  129.869	 DELIVER	    80 	  0.369 	   16.1 	   3.88 
  131.062	 DELIVER	    81 	   1.62 	   16.7 	   5.49 
  134.539	 DELIVER	    82 	   2.82 	   16.4 	   5.49 
  138.344	 DELIVER	    83 	  0.891 	     20 	   5.49 
  138.424	 DELIVER	    84 	   1.06 	   19.7 	   8.11 
  139.724	 DELIVER	    85 	  0.556 	     21 	   8.79 
  140.153	 DELIVER	    86 	  0.421 	   19.8 	   8.79 
  140.476	 DELIVER	    87 	   1.12 	   19.5 	   8.79 
  142.148	 DELIVER	    88 	  0.822 	   19.8 	   8.79 
  144.073	 DELIVER	    89 	   2.57 	   21.2 	   8.79 
  144.663	 DELIVER	    90 	   2.27 	   21.7 	   8.79 
  145.578	 DELIVER	    91 	   1.49 	   22.6 	   8.79 
  145.734	 DELIVER	    92 	   2.54 	   22.7 	   8.79 
  146.509	 DELIVER	    93 	  0.489 	   23.3 	   8.79 
  147.924	 DELIVER	    94 	   2.77 	   24.3 	   8.79 
  149.730	 DELIVER	    95 	   1.75 	   25.9 	   8.79 
  149.741	 DELIVER	    96 	  0.757 	   25.8 	   8.79 
  150.028	 DELIVER	    97 	  0.369 	   25.9 	   8.79 
  150.079	 DELIVER	    98 	  0.436 	     26 	   8.79 
  151.189	 DELIVER	    99 	   2.23 	   26.6 	   8.79 
  154.099	 DELIVER	   100 	   2.37 	   28.9 	   8.79 
  154.666	 DELIVER	   101 	   1.14 	   28.1 	   8.79 
  156.127	 DELIVER	   102 	   1.01 	   29.2 	   8.79 
  156.188	 DELIVER	   103 	   2.94 	   27.6 	   8.79 
  158.784	 DELIVER	   104 	   2.49 	   29.8 	   8.79 
  159.241	 DELIVER	   105 	  0.438 	     28 	   8.79 
  159.348	 DELIVER	   106 	   2.74 	   27.6 	   8.79 
  160.004	 DELIVER	   107 	   1.13 	   27.8 	   8.79 
  160.738	 DELIVER	   108 	   1.54 	   27.5 	   8.79 
  161.136	 DELIVER	   109 	   1.63 	   27.8 	   8.79 
  162.201	 DELIVER	   110 	   1.09 	   27.4 	   8.79 
  166.163	 DELIVER	   111 	  0.678 	   30.5 	   8.79 
  167.361	 DELIVER	   112 	   2.45 	   31.6 	   8.79 
  167.695	 DELIVER	   113 	   1.73 	   31.3 	   8.79 
  167.743	 DELIVER	   114 	  0.743 	     31 	   8.79 
  168.436	 DELIVER	   115 	  0.778 	   31.6 	   8.79 
  169.917	 DELIVER	   116 	  0.701 	     31 	   8.79 
  172.044	 DELIVER	   117 	  0.976 	   31.7 	   8.79 
  172.951	 DELIVER	   118 	    2.3 	     31 	   8.79 
  176.018	 DELIVER	   119 	   0.97 	   33.3 	   8.79 
  177.032	 DELIVER	   120 	   1.33 	   30.9 	   8.79 
  178.431	 DELIVER	   121 	   1.59 	   31.9 	   8.79 
  178.706	 DELIVER	   122 	   2.71 	   29.1 	   8.79 
  178.967	 DELIVER	   123 	   1.88 	   21.3 	   8.79 
  181.232	 DELIVER	   124 	  0.778 	     23 	   8.79 
  182.315	 DELIVER	   125 	   2.17 	   22.4 	   8.79 
  182.427	 DELIVER	   126 	   1.34 	     20 	   8.79 
  182.720	 DELIVER	   127 	   1.54 	   20.1 	   8.79 
  184.108	 DELIVER	   128 	   1.14 	   20.3 	   8.79 
  184.953	 DELIVER	   129 	   1.35 	   20.5 	   8.79 
  185.276	 DELIVER	   130 	  0.998 	   18.8 	   8.79 
  185.736	 DELIVER	   131 	  0.707 	   16.1 	   8.79 
  186.912	 DELIVER	   132 	  0.645 	   17.1 	   8.79 
  187.395	 DELIVER	   133 	   1.95 	   13.3 	   8.79 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.614 Time Sample Var. =	 0.6141
 Event Ave. =	  1.566 Event Sample Var. =	 0.5848
 Minimum =	 0.3691
 Maximum =	  2.995
SYSTEM[ID[7]]:
 Time Ave. = 	  13.51 Time Sample Var. =	  55.06
 Event Ave. =	  16.39 Event Sample Var. =	   65.2
 Minimum =	  5.533
 Maximum =	  33.32
RATIO[0]:
 Time Ave. = 	  3.914 Time Sample Var. =	  18.34
 Event Ave. =	   3.51 Event Sample Var. =	  17.64
 Minimum =	      0
 Maximum =	  8.787
