    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
   10.195	 DELIVER	     1 	   1.42 	   10.2 	      0 
   11.693	 DELIVER	     2 	   2.78 	   6.69 	      0 
   14.697	 DELIVER	     3 	   2.37 	   8.32 	      0 
   20.554	 DELIVER	     4 	    1.7 	   5.81 	      0 
   21.800	 DELIVER	     5 	  0.482 	   7.02 	      0 
   22.437	 DELIVER	     6 	   2.36 	   8.72 	      0 
   22.809	 DELIVER	     7 	   1.92 	   7.56 	      0 
   23.901	 DELIVER	     8 	   1.84 	    7.1 	      0 
   26.959	 DELIVER	     9 	   2.19 	   9.13 	      0 
   27.006	 DELIVER	    10 	   2.19 	   17.9 	      0 
   30.082	 DELIVER	    11 	   1.56 	   10.8 	      0 
   31.329	 DELIVER	    12 	   2.55 	   11.5 	      0 
   32.669	 DELIVER	    13 	   1.65 	   11.6 	      0 
   34.073	 DELIVER	    14 	      3 	   8.57 	      0 
   38.811	 DELIVER	    15 	   1.78 	    9.9 	      0 
   39.147	 DELIVER	    16 	   1.78 	   29.2 	      0 
   39.241	 DELIVER	    17 	  0.594 	   6.18 	      0 
   40.052	 DELIVER	    18 	   2.04 	   6.69 	      0 
   41.452	 DELIVER	    19 	   1.67 	   6.19 	      0 
   42.537	 DELIVER	    20 	   2.89 	   7.89 	      0 
   44.504	 DELIVER	    21 	   0.89 	   6.67 	      0 
   49.915	 DELIVER	    22 	  0.587 	   6.18 	      0 
   51.716	 DELIVER	    23 	  0.688 	   7.48 	      0 
   54.512	 DELIVER	    24 	   2.95 	   9.06 	      0 
   56.083	 DELIVER	    25 	  0.959 	   5.66 	      0 
   56.630	 DELIVER	    26 	  0.989 	   5.53 	      0 
   63.348	 DELIVER	    27 	   2.51 	   12.2 	      0 
   65.667	 DELIVER	    28 	  0.576 	   10.8 	      0 
   68.095	 DELIVER	    29 	   2.09 	   11.2 	      0 
   68.884	 DELIVER	    30 	   2.34 	   11.8 	      0 
   71.668	 DELIVER	    31 	   2.48 	   14.5 	      0 
   72.016	 DELIVER	    32 	   1.56 	   14.1 	      0 
   72.067	 DELIVER	    33 	  0.974 	   12.3 	      0 
   72.344	 DELIVER	    34 	   1.01 	   12.4 	      0 
   73.632	 DELIVER	    35 	   2.01 	   12.4 	      0 
   74.573	 DELIVER	    36 	    2.4 	   12.3 	      0 
   76.664	 DELIVER	    37 	   2.31 	   13.6 	      0 
   78.085	 DELIVER	    38 	  0.931 	   14.6 	      0 
   78.954	 DELIVER	    39 	   2.67 	   15.2 	      0 
   81.531	 DELIVER	    40 	  0.812 	   14.9 	      0 
   81.688	 DELIVER	    41 	   2.18 	   12.5 	      0 
   81.779	 DELIVER	    42 	   1.57 	   12.3 	      0 
   81.912	 DELIVER	    43 	   2.12 	   12.1 	      0 
   82.251	 DELIVER	    44 	   2.21 	     11 	      0 
   82.266	 DELIVER	    45 	   2.14 	   10.4 	      0 
   82.345	 DELIVER	    46 	   2.97 	   9.37 	      0 
   82.512	 DELIVER	    47 	   2.13 	   8.56 	      0 
   84.827	 DELIVER	    48 	   1.52 	   10.4 	      0 
   86.620	 DELIVER	    49 	  0.801 	   11.2 	      0 
   87.085	 DELIVER	    50 	   2.95 	   11.5 	      0 
   88.373	 DELIVER	    51 	   1.68 	   11.8 	      0 
   90.245	 DELIVER	    52 	  0.484 	   12.6 	      0 
   90.479	 DELIVER	    53 	  0.859 	     12 	      0 
   90.708	 DELIVER	    54 	   1.41 	   10.8 	      0 
   91.380	 DELIVER	    55 	  0.812 	   11.2 	      0 
   93.648	 DELIVER	    56 	  0.469 	   13.3 	      0 
   93.747	 DELIVER	    57 	   0.87 	   11.4 	      0 
   94.973	 DELIVER	    58 	  0.792 	   11.3 	      0 
   96.196	 DELIVER	    59 	  0.983 	   8.62 	      0 
   96.887	 DELIVER	    60 	    0.7 	    8.4 	      0 
  101.903	 DELIVER	    61 	   1.74 	   13.2 	      0 
  102.518	 DELIVER	    62 	  0.895 	   13.6 	      0 
  103.204	 DELIVER	    63 	  0.434 	   11.8 	      0 
  105.993	 DELIVER	    64 	   1.58 	     14 	      0 
  106.049	 DELIVER	    65 	   1.42 	    9.9 	      0 
