    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
   73.039	 DELIVER	    35 	   1.36 	   8.19 	      0 
   73.938	 DELIVER	    36 	   1.65 	   8.52 	      0 
   74.335	 DELIVER	    37 	  0.953 	   8.05 	      0 
   78.249	 DELIVER	    38 	   1.69 	   10.8 	      0 
   78.459	 DELIVER	    39 	  0.672 	   10.7 	      0 
   80.508	 DELIVER	    40 	  0.442 	   12.1 	      0 
   81.707	 DELIVER	    41 	  0.779 	   13.2 	      0 
   82.747	 DELIVER	    42 	   1.07 	   14.1 	      0 
   82.908	 DELIVER	    43 	  0.824 	   13.6 	      0 
   83.940	 DELIVER	    44 	  0.809 	   14.6 	      0 
   84.772	 DELIVER	    45 	  0.786 	   14.5 	      0 
   85.389	 DELIVER	    46 	   2.57 	   14.7 	      0 
   86.205	 DELIVER	    47 	    0.4 	   14.8 	      0 
   86.922	 DELIVER	    48 	   2.94 	   14.7 	      0 
   87.074	 DELIVER	    49 	   1.21 	   14.7 	      0 
   87.808	 DELIVER	    50 	   0.86 	   15.2 	      0 
   88.137	 DELIVER	    51 	  0.496 	   14.8 	      0 
   90.652	 DELIVER	    52 	   1.81 	   16.9 	      0 
   91.895	 DELIVER	    53 	   1.64 	   17.9 	      0 
   93.746	 DELIVER	    54 	   2.72 	   19.3 	      0 
   94.122	 DELIVER	    55 	   2.58 	   19.5 	      0 
   97.154	 DELIVER	    56 	   2.33 	   20.4 	      0 
   98.941	 DELIVER	    57 	   1.88 	   21.4 	      0 
   99.731	 DELIVER	    58 	   2.46 	     22 	      0 
   99.764	 DELIVER	    59 	   2.25 	     19 	      0 
  100.630	 DELIVER	    60 	   2.74 	      9 	      0 
  103.470	 DELIVER	    61 	    1.7 	   11.6 	      0 
  105.459	 DELIVER	    62 	   2.22 	   11.4 	      0 
  106.691	 DELIVER	    63 	    2.6 	   12.1 	      0 
  106.759	 DELIVER	    64 	   1.95 	   5.65 	      0 
  108.178	 DELIVER	    65 	   1.44 	    6.2 	      0 
  114.248	 DELIVER	    66 	   1.97 	   7.03 	      0 
  114.614	 DELIVER	    67 	   1.97 	    108 	      0 
  114.720	 DELIVER	    68 	   2.49 	    6.3 	      0 
  114.900	 DELIVER	    69 	   1.97 	   6.17 	      0 
  125.412	 DELIVER	    70 	   2.57 	   9.23 	      0 
  126.191	 DELIVER	    71 	   1.54 	   7.77 	      0 
  126.570	 DELIVER	    72 	   1.32 	   7.05 	      0 
  127.489	 DELIVER	    73 	   1.79 	   6.97 	      0 
  132.352	 DELIVER	    74 	   1.13 	   10.8 	      0 
  132.358	 DELIVER	    75 	   1.13 	    122 	      0 
  132.762	 DELIVER	    76 	    1.4 	   10.8 	      0 
  133.382	 DELIVER	    77 	  0.921 	   10.9 	      0 
  137.409	 DELIVER	    78 	  0.461 	   14.5 	      0 
  137.929	 DELIVER	    79 	  0.458 	   14.7 	      0 
  139.231	 DELIVER	    80 	   1.71 	   15.1 	      0 
  140.066	 DELIVER	    81 	   1.82 	   15.8 	      0 
  143.096	 DELIVER	    82 	    2.1 	   18.4 	      0 
  146.681	 DELIVER	    83 	  0.929 	   21.6 	   11.9 
  146.880	 DELIVER	    84 	   2.62 	   21.8 	   11.9 
  147.010	 DELIVER	    85 	   2.64 	   21.4 	   11.9 
  147.444	 DELIVER	    86 	  0.543 	   20.9 	   11.9 
  147.449	 DELIVER	    87 	   2.96 	   20.3 	   11.9 
  147.818	 DELIVER	    88 	   2.68 	   20.2 	   11.9 
  149.067	 DELIVER	    89 	   2.32 	   20.2 	   11.9 
  150.270	 DELIVER	    90 	   1.65 	   20.8 	   11.9 
  151.022	 DELIVER	    91 	   1.43 	   20.9 	   11.9 
  151.271	 DELIVER	    92 	   1.01 	     20 	   11.9 
  151.579	 DELIVER	    93 	   1.93 	   19.5 	   11.9 
  151.852	 DELIVER	    94 	   2.75 	   19.8 	   11.9 
  151.928	 DELIVER	    95 	   1.18 	     19 	   11.9 
  155.606	 DELIVER	    96 	  0.765 	   21.3 	   11.9 
  155.724	 DELIVER	    97 	  0.968 	   21.2 	   11.9 
  156.497	 DELIVER	    98 	   1.93 	     22 	   11.9 
  158.313	 DELIVER	    99 	   1.11 	   23.1 	   11.9 
  158.672	 DELIVER	   100 	    2.4 	   23.1 	   11.9 
  159.640	 DELIVER	   101 	   1.88 	   23.8 	   11.9 
  161.320	 DELIVER	   102 	  0.456 	   25.4 	   11.9 
  163.324	 DELIVER	   103 	  0.958 	   27.4 	   11.9 
  164.717	 DELIVER	   104 	   1.32 	   28.6 	   11.9 
  165.094	 DELIVER	   105 	  0.688 	   28.4 	   11.9 
  165.173	 DELIVER	   106 	   1.42 	   27.8 	   11.9 
  167.543	 DELIVER	   107 	   2.05 	   29.8 	   11.9 
  169.512	 DELIVER	   108 	   2.51 	   31.5 	   11.9 
  169.571	 DELIVER	   109 	   2.13 	   31.3 	   11.9 
  171.289	 DELIVER	   110 	   1.84 	   32.2 	   11.9 
  172.273	 DELIVER	   111 	   2.84 	   31.5 	   11.9 
  173.127	 DELIVER	   112 	   1.59 	   30.8 	   11.9 
  179.686	 DELIVER	   113 	   2.13 	     34 	   11.9 
  180.367	 DELIVER	   114 	   2.83 	   28.8 	   11.9 
  181.251	 DELIVER	   115 	   2.12 	   28.8 	   11.9 
  181.427	 DELIVER	   116 	   1.91 	   26.5 	   11.9 
  181.758	 DELIVER	   117 	   1.01 	   25.5 	   11.9 
  182.151	 DELIVER	   118 	   1.03 	   25.3 	   11.9 
  182.923	 DELIVER	   119 	   2.95 	   23.9 	   11.9 
  183.559	 DELIVER	   120 	   2.92 	     24 	   11.9 
  183.673	 DELIVER	   121 	    1.2 	   23.5 	   11.9 
  184.745	 DELIVER	   122 	   1.74 	   22.7 	   11.9 
  185.441	 DELIVER	   123 	    2.7 	   22.9 	   11.9 
  186.926	 DELIVER	   124 	  0.648 	   21.4 	   11.9 
  187.351	 DELIVER	   125 	   2.37 	   21.2 	   11.9 
  188.292	 DELIVER	   126 	   2.85 	   19.1 	   11.9 
  188.718	 DELIVER	   127 	   1.14 	   14.4 	   11.9 
  189.397	 DELIVER	   128 	   1.69 	   14.5 	   11.9 
  189.579	 DELIVER	   129 	   1.05 	   14.5 	   11.9 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.391 Time Sample Var. =	  0.435
 Event Ave. =	  1.632 Event Sample Var. =	 0.5692
 Minimum =	 0.3999
 Maximum =	  2.982
SYSTEM[ID[7]]:
 Time Ave. = 	  13.52 Time Sample Var. =	  76.07
 Event Ave. =	  17.65 Event Sample Var. =	  211.9
 Minimum =	 0.4503
 Maximum =	  121.6
RATIO[0]:
 Time Ave. = 	  4.638 Time Sample Var. =	  33.82
 Event Ave. =	  4.346 Event Sample Var. =	  32.96
 Minimum =	      0
 Maximum =	  11.93
