    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  115.799	 DELIVER	    66 	   1.61 	    7.2 	      0 
  117.589	 DELIVER	    67 	   1.55 	   5.42 	      0 
  120.576	 DELIVER	    68 	   2.83 	   7.34 	      0 
  124.731	 DELIVER	    69 	    1.4 	   11.1 	      0 
  124.911	 DELIVER	    70 	  0.865 	   10.4 	      0 
  125.495	 DELIVER	    71 	   2.81 	   8.77 	      0 
  128.006	 DELIVER	    72 	   1.66 	   7.69 	      0 
  128.982	 DELIVER	    73 	   2.06 	   6.06 	      0 
  131.795	 DELIVER	    74 	   1.43 	   10.9 	      0 
  131.966	 DELIVER	    75 	   2.46 	   10.9 	      0 
  132.436	 DELIVER	    76 	   2.06 	    126 	      0 
  133.422	 DELIVER	    77 	   1.31 	   7.99 	      0 
  133.790	 DELIVER	    78 	   1.71 	   10.2 	      0 
  135.256	 DELIVER	    79 	    2.8 	   10.9 	      0 
  138.937	 DELIVER	    80 	   0.95 	   13.2 	      0 
  139.850	 DELIVER	    81 	   2.61 	   13.2 	      0 
  139.913	 DELIVER	    82 	   2.04 	   12.5 	      0 
  141.320	 DELIVER	    83 	  0.637 	   13.6 	      0 
  143.848	 DELIVER	    84 	   1.34 	   14.6 	      0 
  144.233	 DELIVER	    85 	   1.29 	   14.2 	      0 
  145.087	 DELIVER	    86 	   1.55 	   14.8 	      0 
  145.899	 DELIVER	    87 	   1.65 	   14.7 	      0 
  146.042	 DELIVER	    88 	   2.47 	   14.3 	      0 
  147.891	 DELIVER	    89 	   0.76 	   16.1 	      0 
  149.259	 DELIVER	    90 	   1.52 	   16.1 	      0 
  149.974	 DELIVER	    91 	   1.63 	   15.4 	      0 
  150.762	 DELIVER	    92 	  0.466 	   15.4 	      0 
  150.765	 DELIVER	    93 	   1.92 	   14.4 	      0 
  153.865	 DELIVER	    94 	   2.71 	   17.4 	      0 
  154.511	 DELIVER	    95 	   2.45 	   17.9 	      0 
  155.506	 DELIVER	    96 	   2.71 	   18.6 	      0 
  157.524	 DELIVER	    97 	   2.39 	   19.1 	      0 
  157.525	 DELIVER	    98 	  0.502 	   18.9 	      0 
  158.095	 DELIVER	    99 	   1.12 	   17.9 	      0 
  160.738	 DELIVER	   100 	  0.962 	     20 	      0 
  161.506	 DELIVER	   101 	   2.24 	   16.8 	      0 
  163.707	 DELIVER	   102 	  0.825 	     14 	      0 
  164.834	 DELIVER	   103 	    1.3 	   14.7 	      0 
  165.560	 DELIVER	   104 	    2.1 	   14.9 	      0 
  166.701	 DELIVER	   105 	   1.84 	   12.5 	      0 
  167.670	 DELIVER	   106 	   1.29 	   12.3 	      0 
  168.658	 DELIVER	   107 	   1.69 	   13.1 	      0 
  169.018	 DELIVER	   108 	   1.96 	   8.42 	      0 
  169.288	 DELIVER	   109 	   2.71 	   7.95 	      0 
  173.484	 DELIVER	   110 	  0.382 	   4.78 	      0 
  178.684	 DELIVER	   111 	   1.75 	   6.77 	      0 
  179.988	 DELIVER	   112 	   1.75 	   7.39 	      0 
  182.683	 DELIVER	   113 	  0.896 	   6.23 	      0 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.469 Time Sample Var. =	 0.6758
 Event Ave. =	  1.688 Event Sample Var. =	 0.6239
 Minimum =	 0.3823
 Maximum =	  2.972
SYSTEM[ID[7]]:
 Time Ave. = 	  9.615 Time Sample Var. =	  77.12
 Event Ave. =	  12.63 Event Sample Var. =	  150.4
 Minimum =	  3.849
 Maximum =	  126.4
RATIO[0]:
 Time Ave. = 	      0 Time Sample Var. =	      0
 Event Ave. =	      0 Event Sample Var. =	      0
 Minimum =	      0
 Maximum =	      0
