    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    5.209	 DELIVER	     1 	  0.752 	   5.19 	      0 
   14.754	 DELIVER	     2 	  0.748 	   6.74 	      0 
   17.636	 DELIVER	     3 	   2.98 	   7.99 	      0 
   20.338	 DELIVER	     4 	   1.96 	   4.94 	      0 
   23.892	 DELIVER	     5 	   1.96 	   7.34 	      0 
   24.277	 DELIVER	     6 	   1.77 	   7.83 	      0 
   28.014	 DELIVER	     7 	   0.49 	   4.22 	      0 
   30.462	 DELIVER	     8 	   1.17 	   7.93 	      0 
   33.323	 DELIVER	     9 	   2.37 	   8.81 	      0 
   36.628	 DELIVER	    10 	  0.605 	    4.4 	      0 
   44.864	 DELIVER	    11 	   1.97 	   8.44 	      0 
   60.676	 DELIVER	    12 	   1.15 	   7.04 	      0 
   61.274	 DELIVER	    13 	  0.496 	   5.57 	      0 
   65.917	 DELIVER	    14 	  0.621 	   10.7 	      0 
   66.572	 DELIVER	    15 	   2.21 	   9.66 	      0 
   68.375	 DELIVER	    16 	   2.61 	   9.97 	      0 
   68.744	 DELIVER	    17 	   1.64 	   9.29 	      0 
   69.970	 DELIVER	    18 	   2.15 	   9.65 	      0 
   71.335	 DELIVER	    19 	   1.59 	   9.41 	      0 
   72.004	 DELIVER	    20 	   2.48 	   9.17 	      0 
   73.880	 DELIVER	    21 	   2.38 	   10.7 	      0 
   74.082	 DELIVER	    22 	   2.41 	   10.9 	      0 
   74.631	 DELIVER	    23 	  0.463 	   11.3 	      0 
   74.664	 DELIVER	    24 	   1.19 	   11.3 	      0 
   76.487	 DELIVER	    25 	  0.718 	   11.6 	      0 
   77.824	 DELIVER	    26 	   2.73 	   11.4 	      0 
   78.540	 DELIVER	    27 	    2.9 	   12.1 	      0 
   78.738	 DELIVER	    28 	    1.5 	   10.3 	      0 
   80.057	 DELIVER	    29 	   1.35 	   11.3 	      0 
   80.396	 DELIVER	    30 	  0.682 	   11.6 	      0 
   83.498	 DELIVER	    31 	   2.08 	   14.4 	   4.58 
   83.981	 DELIVER	    32 	   1.31 	   14.3 	   4.58 
   85.086	 DELIVER	    33 	   1.52 	   15.3 	   4.58 
   86.961	 DELIVER	    34 	    2.5 	   16.2 	   4.58 
   87.916	 DELIVER	    35 	  0.421 	     15 	   4.58 
   88.435	 DELIVER	    36 	   2.88 	   14.9 	   4.58 
   89.074	 DELIVER	    37 	   2.54 	   14.6 	   4.58 
   90.130	 DELIVER	    38 	    2.2 	   14.7 	   4.58 
   92.860	 DELIVER	    39 	   2.42 	   17.1 	   4.58 
   95.287	 DELIVER	    40 	  0.525 	   19.2 	   4.58 
   98.214	 DELIVER	    41 	   0.49 	   21.9 	   4.58 
   98.692	 DELIVER	    42 	   2.98 	   21.9 	   4.58 
  100.214	 DELIVER	    43 	   0.51 	   23.1 	   4.58 
  100.533	 DELIVER	    44 	  0.517 	   23.2 	   4.58 
  104.473	 DELIVER	    45 	   2.64 	   26.7 	   4.58 
  108.409	 DELIVER	    46 	   1.45 	   30.6 	   4.58 
  108.879	 DELIVER	    47 	   2.12 	   29.4 	   4.58 
  109.849	 DELIVER	    48 	  0.788 	   30.3 	   4.58 
  109.976	 DELIVER	    49 	   1.26 	   29.2 	   4.58 
  111.494	 DELIVER	    50 	   2.85 	   30.6 	   4.58 
  113.225	 DELIVER	    51 	   1.55 	   22.9 	   4.58 
  113.306	 DELIVER	    52 	  0.702 	   21.4 	   4.58 
  113.388	 DELIVER	    53 	  0.556 	   17.7 	   4.58 
  114.897	 DELIVER	    54 	   1.17 	     17 	   4.58 
  115.410	 DELIVER	    55 	   2.38 	   16.5 	   4.58 
  116.838	 DELIVER	    56 	  0.411 	   16.7 	   4.58 
  118.207	 DELIVER	    57 	  0.828 	   14.5 	   4.58 
  118.233	 DELIVER	    58 	   1.57 	   11.3 	   4.58 
  118.750	 DELIVER	    59 	   1.52 	   9.31 	   4.58 
  120.326	 DELIVER	    60 	   1.33 	   10.4 	   4.58 
  121.301	 DELIVER	    61 	   1.65 	   5.07 	   4.58 
  123.003	 DELIVER	    62 	  0.979 	   7.57 	   4.58 
  124.676	 DELIVER	    63 	   1.52 	    6.7 	   4.58 
  129.705	 DELIVER	    64 	   1.82 	   9.45 	   4.58 
  130.265	 DELIVER	    65 	   2.74 	   9.09 	   4.58 
  131.670	 DELIVER	    66 	   2.31 	   9.98 	   4.58 
  132.780	 DELIVER	    67 	  0.833 	     11 	   4.58 
  134.069	 DELIVER	    68 	  0.688 	   12.1 	   4.58 
  134.351	 DELIVER	    69 	   2.64 	   12.3 	   4.58 
  134.404	 DELIVER	    70 	   1.46 	   10.9 	   4.58 
  134.660	 DELIVER	    71 	   2.76 	   10.6 	   4.58 
  134.803	 DELIVER	    72 	  0.395 	   10.5 	   4.58 
  136.370	 DELIVER	    73 	  0.517 	   10.5 	   4.58 
  138.296	 DELIVER	    74 	   1.12 	   10.8 	   4.58 
  139.607	 DELIVER	    75 	    1.9 	   11.3 	   4.58 
  139.931	 DELIVER	    76 	   1.46 	   11.5 	   4.58 
  140.144	 DELIVER	    77 	   1.15 	   9.83 	   4.58 
  141.606	 DELIVER	    78 	   1.24 	   10.4 	   4.58 
  141.697	 DELIVER	    79 	   1.24 	     10 	   4.58 
  141.886	 DELIVER	    80 	  0.901 	    9.8 	   4.58 
  143.577	 DELIVER	    81 	   2.26 	   10.2 	   4.58 
  144.401	 DELIVER	    82 	   2.39 	   10.4 	   4.58 
  145.376	 DELIVER	    83 	   1.54 	   11.1 	   4.58 
  146.158	 DELIVER	    84 	  0.986 	   11.4 	   4.58 
  148.403	 DELIVER	    85 	  0.464 	   13.5 	   4.58 
  148.935	 DELIVER	    86 	   2.44 	   12.1 	   4.58 
  149.514	 DELIVER	    87 	   2.99 	   11.8 	   4.58 
  150.206	 DELIVER	    88 	   2.97 	     12 	   4.58 
  150.252	 DELIVER	    89 	  0.419 	   11.2 	   4.58 
  150.607	 DELIVER	    90 	   1.05 	   11.1 	   4.58 
  151.110	 DELIVER	    91 	  0.464 	   10.7 	   4.58 
  152.668	 DELIVER	    92 	   0.41 	   12.2 	   4.58 
  153.709	 DELIVER	    93 	   1.48 	   10.7 	   4.58 
  154.021	 DELIVER	    94 	   1.13 	   7.47 	   4.58 
  154.488	 DELIVER	    95 	   1.73 	   6.16 	   4.58 
  158.132	 DELIVER	    96 	  0.802 	   7.16 	   4.58 
  158.140	 DELIVER	    97 	  0.806 	   7.18 	   4.58 
  163.406	 DELIVER	    98 	    2.7 	   8.27 	   4.58 
  163.461	 DELIVER	    99 	    2.7 	    155 	   4.58 
  164.702	 DELIVER	   100 	   2.49 	   9.15 	   4.58 
  165.317	 DELIVER	   101 	   2.61 	   9.01 	   4.58 
  165.891	 DELIVER	   102 	    2.7 	   7.92 	   4.58 
  167.234	 DELIVER	   103 	  0.543 	   5.36 	   4.58 
  168.716	 DELIVER	   104 	   1.34 	   6.37 	   4.58 
  169.131	 DELIVER	   105 	  0.498 	   5.31 	   4.58 
  171.592	 DELIVER	   106 	   1.87 	   7.18 	   4.58 
  179.039	 DELIVER	   107 	   1.55 	    7.4 	   4.58 
  179.559	 DELIVER	   108 	   1.66 	   6.95 	   4.58 
  179.710	 DELIVER	   109 	   1.67 	    6.3 	   4.58 
  183.029	 DELIVER	   110 	   2.48 	   9.57 	   4.58 
  185.514	 DELIVER	   111 	    1.4 	   5.66 	   4.58 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.433 Time Sample Var. =	 0.4945
 Event Ave. =	  1.567 Event Sample Var. =	 0.6496
 Minimum =	 0.3953
 Maximum =	  2.988
SYSTEM[ID[7]]:
 Time Ave. = 	  9.839 Time Sample Var. =	  141.3
 Event Ave. =	  13.27 Event Sample Var. =	  217.2
 Minimum =	  4.218
 Maximum =	  155.2
RATIO[0]:
 Time Ave. = 	  2.987 Time Sample Var. =	  4.761
 Event Ave. =	  3.343 Event Sample Var. =	  4.139
 Minimum =	      0
 Maximum =	  4.581
