    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
  113.647	 DELIVER	    57 	   1.54 	   5.62 	      0 
  123.785	 DELIVER	    58 	  0.885 	   7.17 	      0 
  126.056	 DELIVER	    59 	  0.614 	   6.89 	      0 
  127.197	 DELIVER	    60 	   1.84 	   7.18 	      0 
  127.703	 DELIVER	    61 	   1.52 	    7.4 	      0 
  130.395	 DELIVER	    62 	   1.52 	   7.71 	      0 
  130.943	 DELIVER	    63 	   2.31 	   7.34 	      0 
  131.990	 DELIVER	    64 	   2.24 	   7.64 	      0 
  132.909	 DELIVER	    65 	   2.73 	   8.31 	  0.738 
  133.931	 DELIVER	    66 	   1.28 	   8.98 	  0.738 
  135.284	 DELIVER	    67 	   1.01 	   10.2 	   1.77 
  136.262	 DELIVER	    68 	  0.726 	   10.3 	   1.77 
  136.323	 DELIVER	    69 	  0.726 	    126 	   1.77 
  139.239	 DELIVER	    70 	   2.84 	   12.4 	      3 
  140.511	 DELIVER	    71 	   2.15 	   13.2 	    4.1 
  141.142	 DELIVER	    72 	   2.78 	   13.8 	    4.1 
  142.126	 DELIVER	    73 	  0.376 	   13.6 	    4.1 
  142.317	 DELIVER	    74 	   2.54 	   13.1 	    4.1 
  143.119	 DELIVER	    75 	   2.84 	   13.4 	    4.1 
  146.651	 DELIVER	    76 	   2.68 	   16.5 	    4.1 
  146.944	 DELIVER	    77 	   2.51 	   16.1 	    4.1 
  147.295	 DELIVER	    78 	   2.35 	   16.1 	    4.1 
  147.347	 DELIVER	    79 	   0.42 	   15.7 	    4.1 
  147.408	 DELIVER	    80 	   2.24 	     15 	    4.1 
  151.245	 DELIVER	    81 	  0.868 	   14.7 	    4.1 
  151.905	 DELIVER	    82 	   2.46 	   17.8 	    4.1 
  152.237	 DELIVER	    83 	  0.868 	    138 	    4.1 
  153.910	 DELIVER	    84 	   0.79 	   17.2 	    4.1 
  154.242	 DELIVER	    85 	  0.943 	   15.1 	    4.1 
  155.309	 DELIVER	    86 	   2.17 	     16 	    4.1 
  155.529	 DELIVER	    87 	  0.959 	     14 	    4.1 
  156.368	 DELIVER	    88 	   1.93 	   13.9 	    4.1 
  156.986	 DELIVER	    89 	   2.04 	   14.1 	    4.1 
  157.248	 DELIVER	    90 	   1.12 	   10.1 	    4.1 
  159.798	 DELIVER	    91 	   2.24 	   7.27 	    4.1 
  159.852	 DELIVER	    92 	   2.22 	   7.66 	    4.1 
  164.409	 DELIVER	    93 	   2.52 	   8.41 	    4.1 
  165.585	 DELIVER	    94 	  0.875 	   6.98 	    4.1 
  168.407	 DELIVER	    95 	  0.367 	   5.48 	    4.1 
  171.771	 DELIVER	    96 	   1.51 	   8.29 	    4.1 
  173.521	 DELIVER	    97 	   2.52 	   6.93 	    4.1 
  175.525	 DELIVER	    98 	   2.19 	   9.95 	    4.1 
  176.531	 DELIVER	    99 	   2.48 	   7.79 	    4.1 
  177.615	 DELIVER	   100 	   2.95 	   10.3 	    4.1 
  178.081	 DELIVER	   101 	   1.13 	   7.82 	    4.1 
  182.053	 DELIVER	   102 	    1.5 	   6.17 	    4.1 
  189.576	 DELIVER	   103 	   2.24 	   10.9 	    4.1 
  191.684	 DELIVER	   104 	    2.7 	     14 	    4.1 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.941 Time Sample Var. =	 0.6669
 Event Ave. =	  1.866 Event Sample Var. =	 0.6237
 Minimum =	 0.3675
 Maximum =	  2.995
SYSTEM[ID[7]]:
 Time Ave. = 	  12.24 Time Sample Var. =	  323.8
 Event Ave. =	  14.38 Event Sample Var. =	  440.8
 Minimum =	  4.983
 Maximum =	  137.5
RATIO[0]:
 Time Ave. = 	  1.754 Time Sample Var. =	  4.012
 Event Ave. =	  1.436 Event Sample Var. =	  3.632
 Minimum =	      0
 Maximum =	  4.104
