    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
   11.093	 DELIVER	     1 	   2.18 	   11.1 	      0 
   11.911	 DELIVER	     2 	  0.471 	    7.5 	      0 
   12.069	 DELIVER	     3 	   1.73 	   7.36 	      0 
   12.958	 DELIVER	     4 	    1.5 	   6.24 	      0 
   13.231	 DELIVER	     5 	   1.47 	   4.98 	      0 
   15.160	 DELIVER	     6 	   1.26 	   7.06 	      0 
   15.378	 DELIVER	     7 	   2.39 	    9.1 	      0 
   16.259	 DELIVER	     8 	   1.13 	   7.56 	      0 
   18.902	 DELIVER	     9 	   1.46 	   7.96 	      0 
   19.759	 DELIVER	    10 	   1.85 	   7.03 	      0 
   24.210	 DELIVER	    11 	   1.74 	   7.73 	      0 
   28.727	 DELIVER	    12 	   2.97 	    8.9 	      0 
   30.210	 DELIVER	    13 	   2.72 	   9.34 	      0 
   30.419	 DELIVER	    14 	   1.83 	   8.32 	      0 
   37.795	 DELIVER	    15 	   2.33 	   6.99 	      0 
   39.025	 DELIVER	    16 	   2.84 	   8.62 	      0 
   48.043	 DELIVER	    17 	   2.89 	   11.8 	      0 
   48.705	 DELIVER	    18 	   2.89 	   36.9 	      0 
   48.868	 DELIVER	    19 	  0.797 	   9.91 	      0 
   50.098	 DELIVER	    20 	   2.96 	   9.57 	      0 
   54.807	 DELIVER	    21 	   2.52 	     12 	      0 
   55.322	 DELIVER	    22 	   2.27 	   9.29 	      0 
   56.571	 DELIVER	    23 	   2.01 	   8.91 	      0 
   58.135	 DELIVER	    24 	   1.35 	   9.85 	      0 
   79.713	 DELIVER	    25 	   2.76 	   8.94 	      0 
   80.789	 DELIVER	    26 	   1.01 	   6.54 	      0 
   81.047	 DELIVER	    27 	   1.58 	    7.2 	      0 
   81.053	 DELIVER	    28 	   1.01 	   74.5 	      0 
   81.724	 DELIVER	    29 	   1.82 	   7.12 	      0 
   82.351	 DELIVER	    30 	   1.74 	   6.55 	      0 
   85.805	 DELIVER	    31 	   2.94 	   9.58 	      0 
   85.987	 DELIVER	    32 	      2 	   6.51 	      0 
   87.365	 DELIVER	    33 	  0.735 	   7.69 	      0 
   87.381	 DELIVER	    34 	      3 	   9.31 	      0 
   88.381	 DELIVER	    35 	   2.88 	   8.78 	      0 
   90.347	 DELIVER	    36 	   2.93 	   9.52 	      0 
   91.962	 DELIVER	    37 	   2.95 	   10.4 	      0 
   93.488	 DELIVER	    38 	   2.82 	   11.1 	      0 
   93.990	 DELIVER	    39 	   1.72 	   9.38 	      0 
   95.076	 DELIVER	    40 	   2.36 	   13.1 	      0 
   97.065	 DELIVER	    41 	  0.386 	   10.8 	      0 
   97.109	 DELIVER	    42 	  0.386 	   86.3 	      0 
   97.117	 DELIVER	    43 	   1.52 	   8.11 	      0 
   97.692	 DELIVER	    44 	  0.944 	   6.28 	      0 
   98.580	 DELIVER	    45 	   1.52 	   90.5 	      0 
   99.562	 DELIVER	    46 	   2.59 	   7.45 	      0 
  101.677	 DELIVER	    47 	  0.756 	   8.63 	      0 
  102.043	 DELIVER	    48 	   2.26 	   8.56 	      0 
  103.110	 DELIVER	    49 	   1.69 	   7.42 	      0 
  103.117	 DELIVER	    50 	   2.92 	   6.21 	      0 
  104.506	 DELIVER	    51 	  0.704 	   6.96 	      0 
  105.474	 DELIVER	    52 	   2.25 	   5.58 	      0 
  107.946	 DELIVER	    53 	   2.65 	   9.08 	      0 
  109.543	 DELIVER	    54 	    2.4 	   6.53 	      0 
  110.210	 DELIVER	    55 	   2.83 	   9.45 	      0 
  113.579	 DELIVER	    56 	   2.25 	   9.35 	      0 
