    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    7.833	 DELIVER	     1 	   2.61 	   7.82 	      0 
   11.134	 DELIVER	     2 	   1.57 	   6.87 	      0 
   14.421	 DELIVER	     3 	   1.11 	   5.02 	      0 
   25.189	 DELIVER	     4 	   2.78 	    7.4 	      0 
   32.264	 DELIVER	     5 	   2.23 	   6.74 	      0 
   33.556	 DELIVER	     6 	   1.35 	   8.23 	      0 
   33.977	 DELIVER	     7 	   2.02 	   8.01 	      0 
   39.305	 DELIVER	     8 	   1.58 	   7.86 	      0 
   43.091	 DELIVER	     9 	  0.455 	   6.52 	      0 
   48.205	 DELIVER	    10 	   2.67 	   10.8 	      0 
   48.643	 DELIVER	    11 	   2.03 	   9.62 	      0 
   49.005	 DELIVER	    12 	    2.5 	   9.22 	      0 
   58.507	 DELIVER	    13 	    1.2 	   5.31 	      0 
   59.714	 DELIVER	    14 	   1.45 	   5.49 	      0 
   60.704	 DELIVER	    15 	   1.35 	   5.97 	      0 
   62.166	 DELIVER	    16 	   1.49 	   8.43 	      0 
   62.509	 DELIVER	    17 	   2.27 	   6.52 	      0 
   64.937	 DELIVER	    18 	   1.07 	   8.73 	      0 
   65.492	 DELIVER	    19 	   2.81 	   8.85 	      0 
   67.000	 DELIVER	    20 	   2.72 	   10.3 	      0 
   70.027	 DELIVER	    21 	   1.92 	     11 	      0 
   70.902	 DELIVER	    22 	    2.4 	   10.9 	      0 
   71.285	 DELIVER	    23 	  0.663 	   10.5 	      0 
   71.708	 DELIVER	    24 	  0.731 	    9.9 	      0 
   72.845	 DELIVER	    25 	    2.2 	   10.3 	      0 
   72.919	 DELIVER	    26 	   2.29 	   10.4 	      0 
   75.594	 DELIVER	    27 	    1.2 	   12.9 	      0 
   75.828	 DELIVER	    28 	    2.6 	   12.9 	      0 
   77.507	 DELIVER	    29 	   2.01 	   14.2 	      0 
   78.168	 DELIVER	    30 	   2.26 	   13.8 	      0 
   78.593	 DELIVER	    31 	   1.14 	   13.5 	      0 
   80.774	 DELIVER	    32 	    1.1 	   14.5 	      0 
   81.392	 DELIVER	    33 	   2.99 	   13.2 	      0 
   82.259	 DELIVER	    34 	  0.989 	   13.6 	      0 
   83.057	 DELIVER	    35 	   1.89 	   12.6 	      0 
   83.702	 DELIVER	    36 	   2.01 	   12.8 	      0 
   86.124	 DELIVER	    37 	   2.75 	    8.4 	      0 
   87.618	 DELIVER	    38 	   1.48 	   8.75 	      0 
   89.951	 DELIVER	    39 	   0.56 	     11 	      0 
   93.796	 DELIVER	    40 	  0.939 	   14.2 	      0 
   93.951	 DELIVER	    41 	   2.87 	   12.8 	      0 
   94.505	 DELIVER	    42 	    0.6 	   11.8 	      0 
   95.329	 DELIVER	    43 	    1.5 	   10.2 	      0 
  100.600	 DELIVER	    44 	  0.793 	    6.9 	      0 
  101.217	 DELIVER	    45 	   2.83 	   7.99 	      0 
  104.154	 DELIVER	    46 	    2.8 	   8.04 	      0 
  106.308	 DELIVER	    47 	   1.19 	   7.65 	      0 
  106.525	 DELIVER	    48 	  0.374 	   6.92 	      0 
  109.635	 DELIVER	    49 	  0.587 	   6.06 	      0 
  110.119	 DELIVER	    50 	   2.47 	   7.77 	      0 
  117.384	 DELIVER	    51 	   1.72 	    9.8 	      0 
  124.561	 DELIVER	    52 	   2.67 	   9.57 	      0 
  125.392	 DELIVER	    53 	   2.91 	   9.95 	      0 
  126.099	 DELIVER	    54 	  0.558 	   10.7 	      0 
  126.302	 DELIVER	    55 	   0.95 	   9.87 	      0 
  127.112	 DELIVER	    56 	   2.67 	   9.85 	      0 
  127.700	 DELIVER	    57 	   2.42 	   9.52 	      0 
  127.870	 DELIVER	    58 	   1.73 	   9.35 	      0 
  128.096	 DELIVER	    59 	  0.669 	   8.46 	      0 
  128.798	 DELIVER	    60 	   1.96 	   8.46 	      0 
  129.959	 DELIVER	    61 	   1.87 	   9.44 	      0 
  130.101	 DELIVER	    62 	   1.04 	   8.38 	      0 
  133.142	 DELIVER	    63 	   2.22 	   11.7 	      0 
  133.533	 DELIVER	    64 	    1.5 	   11.4 	      0 
  133.899	 DELIVER	    65 	  0.456 	   11.7 	      0 
  134.204	 DELIVER	    66 	   1.61 	   11.5 	      0 
  135.451	 DELIVER	    67 	   1.99 	   12.7 	      0 
  135.616	 DELIVER	    68 	  0.649 	   10.5 	      0 
  135.813	 DELIVER	    69 	   1.13 	   10.3 	      0 
  137.969	 DELIVER	    70 	    2.8 	   11.9 	      0 
  138.224	 DELIVER	    71 	  0.491 	   9.96 	      0 
  138.802	 DELIVER	    72 	   2.45 	   8.63 	      0 
  142.565	 DELIVER	    73 	  0.427 	   8.28 	      0 
  143.277	 DELIVER	    74 	   1.31 	   10.3 	      0 
  143.337	 DELIVER	    75 	  0.427 	    135 	      0 
  144.825	 DELIVER	    76 	   1.18 	     10 	      0 
  144.864	 DELIVER	    77 	   2.99 	   8.48 	      0 
  146.037	 DELIVER	    78 	  0.512 	   9.31 	      0 
  146.447	 DELIVER	    79 	  0.997 	   4.77 	      0 
  150.458	 DELIVER	    80 	   1.72 	   7.13 	      0 
  155.508	 DELIVER	    81 	    2.7 	   7.04 	      0 
  155.784	 DELIVER	    82 	   2.18 	   6.46 	      0 
  158.430	 DELIVER	    83 	   2.68 	   8.41 	      0 
