    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.000	  ENTER	     1 	      3 	      8 	      0 	      1 
   15.570	  ENTER	     2 	      1 	      8 	      0 	      1 
   18.887	  ENTER	     3 	      3 	      8 	      0 	      1 
   28.256	  ENTER	     4 	      1 	      8 	      0 	      1 
   32.124	  ENTER	     5 	      3 	      8 	      0 	      1 
   32.597	  ENTER	     6 	      2 	      8 	      0 	      1 
   40.229	  ENTER	     7 	      4 	      8 	      0 	      1 
   48.254	  ENTER	     8 	      6 	      8 	      0 	      1 
   56.804	  ENTER	     9 	      6 	      8 	      0 	      1 
   60.000	   EXIT	     1 	      6 	      3 	     60 	      9 
   60.000	   EXIT	     2 	      6 	      1 	   44.4 	      8 
   60.000	   EXIT	     3 	      6 	      3 	   41.1 	      5 
   60.000	   EXIT	     4 	      6 	      1 	   31.7 	      4 
   60.000	   EXIT	     5 	      6 	      3 	   27.9 	      1 
   60.000	  LEAVE	     1 	      6 	      6 	   56.8 	      1 
   63.387	  ENTER	    10 	      5 	      6 	   56.8 	      1 
   73.500	  ENTER	    11 	      4 	      6 	   56.8 	      1 
  120.000	   EXIT	     6 	      4 	      2 	   87.4 	     10 
  120.000	   EXIT	     7 	      4 	      4 	   79.8 	      6 
  120.000	   EXIT	     8 	      4 	      5 	   56.6 	      1 
  120.000	  LEAVE	     2 	      4 	      4 	   73.5 	      1 
  143.019	  ENTER	    12 	      5 	      4 	   73.5 	      1 
  143.294	  ENTER	    13 	      1 	      4 	   73.5 	      1 
  154.896	  ENTER	    14 	      4 	      4 	   73.5 	      1 
  158.533	  ENTER	    15 	      4 	      4 	   73.5 	      1 
  162.107	  ENTER	    16 	      3 	      4 	   73.5 	      1 
  163.508	  ENTER	    17 	      3 	      4 	   73.5 	      1 
  180.000	   EXIT	     9 	      3 	      6 	    132 	      6 
  180.000	   EXIT	    10 	      3 	      4 	    107 	      2 
  180.000	   EXIT	    11 	      3 	      1 	   36.7 	      1 
  180.000	  LEAVE	     3 	      3 	      3 	    164 	      1 
  220.790	  ENTER	    18 	      2 	      3 	    164 	      1 
  221.620	  ENTER	    19 	      5 	      3 	    164 	      1 
  222.123	  ENTER	    20 	      3 	      3 	    164 	      1 
  240.000	   EXIT	    12 	      3 	      6 	    183 	      6 
  240.000	   EXIT	    13 	      3 	      5 	     97 	      1 
  240.000	  LEAVE	     4 	      3 	      3 	    222 	      1 
  247.675	  ENTER	    21 	      5 	      3 	    222 	      1 
  294.648	  ENTER	    22 	      4 	      3 	    222 	      1 
  300.000	   EXIT	    14 	      4 	      4 	    145 	      8 
  300.000	   EXIT	    15 	      4 	      4 	    141 	      4 
  300.000	   EXIT	    16 	      4 	      3 	    138 	      1 
  300.000	  LEAVE	     5 	      4 	      4 	    295 	      1 
  326.494	  ENTER	    23 	      2 	      4 	    295 	      1 
  326.676	  ENTER	    24 	      3 	      4 	    295 	      1 
  336.548	  ENTER	    25 	      2 	      4 	    295 	      1 
  360.000	   EXIT	    17 	      2 	      3 	    196 	      9 
  360.000	   EXIT	    18 	      2 	      2 	    139 	      7 
  360.000	   EXIT	    19 	      2 	      5 	    138 	      2 
  360.000	  LEAVE	     6 	      2 	      2 	    337 	      2 
  360.892	  ENTER	    26 	      4 	      2 	    337 	      2 
  364.843	  ENTER	    27 	      6 	      2 	    337 	      2 
  378.027	  ENTER	    28 	      9 	      2 	    337 	      2 
  404.777	  ENTER	    29 	      3 	      2 	    337 	      2 
  411.452	  ENTER	    30 	      6 	      2 	    337 	      2 
  416.729	  ENTER	    31 	      4 	      2 	    337 	      2 
  420.000	   EXIT	    20 	      4 	      3 	    198 	      9 
  420.000	   EXIT	    21 	      4 	      5 	    172 	      4 
  420.000	   EXIT	    22 	      4 	      2 	   93.5 	      2 
  420.000	  LEAVE	     7 	      4 	      4 	    417 	      2 
  452.920	  ENTER	    32 	      5 	      4 	    417 	      2 
  466.082	  ENTER	    33 	      4 	      4 	    417 	      2 
  466.889	  ENTER	    34 	      7 	      4 	    417 	      2 
  476.111	  ENTER	    35 	      4 	      4 	    417 	      2 
  478.509	  ENTER	    36 	      4 	      4 	    417 	      2 
  479.415	  ENTER	    37 	      3 	      4 	    417 	      2 
  480.000	   EXIT	    23 	      3 	      4 	    185 	      8 
  480.000	   EXIT	    24 	      3 	      3 	    153 	      5 
  480.000	   EXIT	    25 	      3 	      2 	    143 	      3 
  480.000	  LEAVE	     8 	      3 	      3 	    479 	      3 
  484.171	  ENTER	    38 	      2 	      3 	    479 	      3 
  490.155	  ENTER	    39 	      3 	      3 	    479 	      3 
  505.293	  ENTER	    40 	      2 	      3 	    479 	      3 
  506.262	  ENTER	    41 	      5 	      3 	    479 	      3 
  540.000	   EXIT	    26 	      5 	      4 	    179 	      8 
  540.000	   EXIT	    27 	      5 	      6 	    175 	      2 
  540.000	  LEAVE	     9 	      5 	      5 	    506 	      2 
  600.000	   EXIT	    28 	      5 	      9 	    222 	      3 
  600.000	   EXIT	    29 	      5 	      2 	    116 	      1 
  600.000	  LEAVE	    10 	      5 	      5 	    506 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  4.511 Time Sample Var. =	  1.665
 Event Ave. =	  3.875 Event Sample Var. =	  2.159
 Minimum =	      1
 Maximum =	      9
VARS[4]:
 Time Ave. = 	   4.52 Time Sample Var. =	   1.81
 Event Ave. =	  4.088 Event Sample Var. =	  3.655
 Minimum =	      1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  355.5 Time Sample Var. =	3.283e+04
 Event Ave. =	  192.3 Event Sample Var. =	2.348e+04
 Minimum =	      0
 Maximum =	  506.3
VARS[1]:
 Time Ave. = 	    1.3 Time Sample Var. =	   0.33
 Event Ave. =	   2.65 Event Sample Var. =	  5.853
 Minimum =	      1
 Maximum =	     10
