    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  403.733	  ENTER	    42 	      0 	      3 	    357 	      3 
  403.871	  ENTER	    43 	      6 	      3 	    357 	      3 
  419.340	  ENTER	    44 	      1 	      3 	    357 	      3 
  420.000	   EXIT	    33 	      1 	     11 	    118 	     13 
  420.000	   EXIT	    34 	      1 	      5 	    109 	      8 
  420.000	   EXIT	    35 	      1 	      6 	   99.1 	      2 
  420.000	  LEAVE	     7 	      1 	      1 	    419 	      1 
  420.000	   EXIT	    36 	      1 	      1 	   0.66 	      1 
  422.981	  ENTER	    45 	      9 	      1 	   0.66 	      1 
  444.180	  ENTER	    46 	      2 	      1 	   0.66 	      1 
  469.424	  ENTER	    47 	      3 	      1 	   0.66 	      1 
  480.000	   EXIT	    37 	      3 	      4 	    144 	     20 
  480.000	   EXIT	    38 	      3 	      3 	    123 	     17 
  480.000	   EXIT	    39 	      3 	      3 	    112 	     14 
  480.000	   EXIT	    40 	      3 	      4 	    100 	     10 
  480.000	   EXIT	    41 	      3 	      2 	   93.3 	      8 
  480.000	   EXIT	    42 	      3 	      6 	   90.3 	      2 
  480.000	  LEAVE	     8 	      3 	      3 	    469 	      2 
  482.032	  ENTER	    48 	      3 	      3 	    469 	      2 
  491.562	  ENTER	    49 	      1 	      3 	    469 	      2 
  508.891	  ENTER	    50 	      4 	      3 	    469 	      2 
  540.000	   EXIT	    43 	      4 	      6 	    136 	     18 
  540.000	   EXIT	    44 	      4 	      9 	    117 	      9 
  540.000	   EXIT	    45 	      4 	      2 	   95.8 	      7 
  540.000	   EXIT	    46 	      4 	      3 	   70.6 	      4 
  540.000	   EXIT	    47 	      4 	      3 	     58 	      1 
  540.000	  LEAVE	     9 	      4 	      4 	    509 	      1 
  600.000	   EXIT	    48 	      4 	      1 	    108 	     23 
  600.000	  LEAVE	    10 	      4 	      4 	    509 	     19 
  600.000	   EXIT	    49 	      4 	      4 	   91.1 	     19 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.797 Time Sample Var. =	  3.087
 Event Ave. =	  3.174 Event Sample Var. =	  4.034
 Minimum =	      0
 Maximum =	     11
VARS[4]:
 Time Ave. = 	   2.68 Time Sample Var. =	  3.058
 Event Ave. =	  2.569 Event Sample Var. =	  6.337
 Minimum =	     -1
 Maximum =	     11
WAIT[VARS[5]]:
 Time Ave. = 	    129 Time Sample Var. =	2.41e+04
 Event Ave. =	  103.9 Event Sample Var. =	1.775e+04
 Minimum =	      0
 Maximum =	  508.9
VARS[1]:
 Time Ave. = 	  10.54 Time Sample Var. =	  78.13
 Event Ave. =	  8.606 Event Sample Var. =	  61.78
 Minimum =	      1
 Maximum =	     24
