    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  247.051	  ENTER	    23 	      3 	      2 	   3.09 	      2 
  253.551	  ENTER	    24 	      2 	      2 	   3.09 	      2 
  254.930	  ENTER	    25 	      3 	      2 	   3.09 	      2 
  264.034	  ENTER	    26 	      3 	      2 	   3.09 	      2 
  273.619	  ENTER	    27 	      3 	      2 	   3.09 	      2 
  284.461	  ENTER	    28 	      4 	      2 	   3.09 	      2 
  286.976	  ENTER	    29 	      3 	      2 	   3.09 	      2 
  294.266	  ENTER	    30 	      3 	      2 	   3.09 	      2 
  299.517	  ENTER	    31 	      1 	      2 	   3.09 	      2 
  300.000	   EXIT	    19 	      1 	      9 	   83.2 	     15 
  300.000	   EXIT	    20 	      1 	      4 	   63.2 	     11 
  300.000	   EXIT	    21 	      1 	      2 	   57.5 	      9 
  300.000	   EXIT	    22 	      1 	      3 	   52.9 	      6 
  300.000	   EXIT	    23 	      1 	      2 	   46.4 	      4 
  300.000	   EXIT	    24 	      1 	      3 	   45.1 	      1 
  300.000	  LEAVE	     5 	      1 	      1 	    300 	      1 
  312.576	  ENTER	    32 	      6 	      1 	    300 	      1 
  316.902	  ENTER	    33 	      5 	      1 	    300 	      1 
  324.034	  ENTER	    34 	      5 	      1 	    300 	      1 
  335.261	  ENTER	    35 	      1 	      1 	    300 	      1 
  339.867	  ENTER	    36 	      3 	      1 	    300 	      1 
  341.788	  ENTER	    37 	      5 	      1 	    300 	      1 
  344.228	  ENTER	    38 	      3 	      1 	    300 	      1 
  354.369	  ENTER	    39 	      3 	      1 	    300 	      1 
  360.000	   EXIT	    25 	      3 	      3 	     96 	     21 
  360.000	   EXIT	    26 	      3 	      3 	   86.4 	     18 
  360.000	   EXIT	    27 	      3 	      4 	   75.5 	     14 
  360.000	   EXIT	    28 	      3 	      3 	     73 	     11 
  360.000	   EXIT	    29 	      3 	      3 	   65.7 	      8 
  360.000	   EXIT	    30 	      3 	      1 	   60.5 	      7 
  360.000	   EXIT	    31 	      3 	      6 	   47.4 	      1 
  360.000	  LEAVE	     6 	      3 	      3 	    354 	      1 
  368.366	  ENTER	    40 	      4 	      3 	    354 	      1 
  373.296	  ENTER	    41 	      4 	      3 	    354 	      1 
  373.883	  ENTER	    42 	      4 	      3 	    354 	      1 
  374.390	  ENTER	    43 	      3 	      3 	    354 	      1 
  384.776	  ENTER	    44 	      3 	      3 	    354 	      1 
  403.473	  ENTER	    45 	      2 	      3 	    354 	      1 
  416.678	  ENTER	    46 	      8 	      3 	    354 	      1 
  420.000	   EXIT	    32 	      8 	      5 	    103 	     19 
  420.000	   EXIT	    33 	      8 	      5 	     96 	     14 
  420.000	   EXIT	    34 	      8 	      1 	   84.7 	     13 
  420.000	   EXIT	    35 	      8 	      3 	   80.1 	     10 
  420.000	   EXIT	    36 	      8 	      5 	   78.2 	      5 
  420.000	   EXIT	    37 	      8 	      3 	   75.8 	      2 
  420.000	  LEAVE	     7 	      8 	      8 	    417 	      2 
  422.998	  ENTER	    47 	      5 	      8 	    417 	      2 
  423.374	  ENTER	    48 	      5 	      8 	    417 	      2 
  433.076	  ENTER	    49 	      7 	      8 	    417 	      2 
  438.910	  ENTER	    50 	      6 	      8 	    417 	      2 
  439.648	  ENTER	    51 	      3 	      8 	    417 	      2 
  440.231	  ENTER	    52 	      4 	      8 	    417 	      2 
  453.033	  ENTER	    53 	      4 	      8 	    417 	      2 
  469.182	  ENTER	    54 	      2 	      8 	    417 	      2 
  473.968	  ENTER	    55 	      2 	      8 	    417 	      2 
  480.000	   EXIT	    38 	      2 	      3 	    126 	     21 
  480.000	   EXIT	    39 	      2 	      4 	    112 	     17 
  480.000	   EXIT	    40 	      2 	      4 	    107 	     13 
  480.000	   EXIT	    41 	      2 	      4 	    106 	      9 
  480.000	   EXIT	    42 	      2 	      3 	    106 	      6 
  480.000	   EXIT	    43 	      2 	      3 	   95.2 	      3 
  480.000	   EXIT	    44 	      2 	      2 	   76.5 	      1 
  480.000	  LEAVE	     8 	      2 	      2 	    474 	      1 
  483.232	  ENTER	    56 	      2 	      2 	    474 	      1 
  488.154	  ENTER	    57 	      4 	      2 	    474 	      1 
  489.176	  ENTER	    58 	      2 	      2 	    474 	      1 
  504.825	  ENTER	    59 	      1 	      2 	    474 	      1 
  509.720	  ENTER	    60 	      1 	      2 	    474 	      1 
  540.000	   EXIT	    45 	      1 	      8 	    123 	     16 
  540.000	   EXIT	    46 	      1 	      5 	    117 	     11 
  540.000	   EXIT	    47 	      1 	      5 	    117 	      6 
  540.000	   EXIT	    48 	      1 	      3 	    100 	      3 
  540.000	   EXIT	    49 	      1 	      2 	   70.8 	      1 
  540.000	  LEAVE	     9 	      1 	      1 	    510 	      1 
  600.000	   EXIT	    50 	      1 	      7 	    167 	     17 
  600.000	   EXIT	    51 	      1 	      6 	    161 	     11 
  600.000	   EXIT	    52 	      1 	      4 	    160 	      7 
  600.000	   EXIT	    53 	      1 	      4 	    147 	      3 
  600.000	   EXIT	    54 	      1 	      2 	    126 	      1 
  600.000	  LEAVE	    10 	      1 	      1 	    510 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	   2.34 Time Sample Var. =	  3.048
 Event Ave. =	  3.258 Event Sample Var. =	  4.095
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	    2.2 Time Sample Var. =	    4.8
 Event Ave. =	  3.548 Event Sample Var. =	  4.602
 Minimum =	     -1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  333.7 Time Sample Var. =	4.522e+04
 Event Ave. =	    152 Event Sample Var. =	2.46e+04
 Minimum =	      0
 Maximum =	  509.7
VARS[1]:
 Time Ave. = 	   4.42 Time Sample Var. =	  41.76
 Event Ave. =	  7.911 Event Sample Var. =	  48.18
 Minimum =	      1
 Maximum =	     24
