    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.003	  ENTER	     1 	      3 	      4 	      0 	      3 
    7.439	  ENTER	     2 	      3 	      4 	      0 	      3 
   44.684	  ENTER	     3 	      3 	      4 	      0 	      3 
   60.000	   EXIT	     1 	      3 	      3 	     60 	     13 
   60.000	   EXIT	     2 	      3 	      3 	   52.6 	     10 
   60.000	  LEAVE	     1 	      3 	      3 	   44.7 	      7 
   60.000	   EXIT	     3 	      3 	      3 	   15.3 	      7 
   61.584	  ENTER	     4 	      2 	      3 	   15.3 	      7 
   63.670	  ENTER	     5 	      3 	      3 	   15.3 	      7 
   71.314	  ENTER	     6 	      4 	      3 	   15.3 	      7 
   72.719	  ENTER	     7 	      0 	      3 	   15.3 	      7 
   72.843	  ENTER	     8 	      6 	      3 	   15.3 	      7 
  120.000	   EXIT	     4 	      6 	      2 	   58.4 	     14 
  120.000	   EXIT	     5 	      6 	      3 	   56.3 	     11 
  120.000	   EXIT	     6 	      6 	      4 	   48.7 	      7 
  120.000	  LEAVE	     2 	      6 	      6 	   72.8 	      1 
  120.000	   EXIT	     7 	      6 	      6 	   47.2 	      1 
  123.217	  ENTER	     9 	      3 	      6 	   47.2 	      1 
  126.324	  ENTER	    10 	      2 	      6 	   47.2 	      1 
  133.846	  ENTER	    11 	      3 	      6 	   47.2 	      1 
  135.988	  ENTER	    12 	      5 	      6 	   47.2 	      1 
  180.000	   EXIT	     8 	      5 	      3 	   56.8 	     13 
  180.000	   EXIT	     9 	      5 	      2 	   53.7 	     11 
  180.000	   EXIT	    10 	      5 	      3 	   46.2 	      8 
  180.000	  LEAVE	     3 	      5 	      5 	    136 	      3 
  180.000	   EXIT	    11 	      5 	      5 	     44 	      3 
  186.048	  ENTER	    13 	      3 	      5 	     44 	      3 
  197.576	  ENTER	    14 	      2 	      5 	     44 	      3 
  214.225	  ENTER	    15 	      4 	      5 	     44 	      3 
  215.663	  ENTER	    16 	      6 	      5 	     44 	      3 
  216.756	  ENTER	    17 	      9 	      5 	     44 	      3 
  222.569	  ENTER	    18 	      3 	      5 	     44 	      3 
  226.242	  ENTER	    19 	      2 	      5 	     44 	      3 
  236.813	  ENTER	    20 	      4 	      5 	     44 	      3 
  236.908	  ENTER	    21 	      2 	      5 	     44 	      3 
  240.000	   EXIT	    12 	      2 	      3 	     54 	     13 
  240.000	   EXIT	    13 	      2 	      2 	   42.4 	     11 
  240.000	   EXIT	    14 	      2 	      4 	   25.8 	      7 
  240.000	   EXIT	    15 	      2 	      6 	   24.3 	      1 
  240.000	  LEAVE	     4 	      2 	      2 	    237 	      1 
  242.499	  ENTER	    22 	      2 	      2 	    237 	      1 
  247.051	  ENTER	    23 	      3 	      2 	    237 	      1 
  253.551	  ENTER	    24 	      2 	      2 	    237 	      1 
  254.930	  ENTER	    25 	      3 	      2 	    237 	      1 
  264.034	  ENTER	    26 	      3 	      2 	    237 	      1 
  273.619	  ENTER	    27 	      3 	      2 	    237 	      1 
  284.461	  ENTER	    28 	      4 	      2 	    237 	      1 
  286.976	  ENTER	    29 	      3 	      2 	    237 	      1 
  294.266	  ENTER	    30 	      3 	      2 	    237 	      1 
  299.517	  ENTER	    31 	      1 	      2 	    237 	      1 
  300.000	   EXIT	    16 	      1 	      9 	   83.2 	      7 
  300.000	   EXIT	    17 	      1 	      3 	   77.4 	      4 
  300.000	   EXIT	    18 	      1 	      2 	   73.8 	      2 
  300.000	  LEAVE	     5 	      1 	      1 	    300 	      1 
  300.000	   EXIT	    19 	      1 	      1 	  0.483 	      1 
  312.576	  ENTER	    32 	      6 	      1 	  0.483 	      1 
  316.902	  ENTER	    33 	      5 	      1 	  0.483 	      1 
  324.034	  ENTER	    34 	      5 	      1 	  0.483 	      1 
  335.261	  ENTER	    35 	      1 	      1 	  0.483 	      1 
  339.867	  ENTER	    36 	      3 	      1 	  0.483 	      1 
  341.788	  ENTER	    37 	      5 	      1 	  0.483 	      1 
  344.228	  ENTER	    38 	      3 	      1 	  0.483 	      1 
  354.369	  ENTER	    39 	      3 	      1 	  0.483 	      1 
  360.000	   EXIT	    20 	      3 	      4 	    123 	     12 
  360.000	   EXIT	    21 	      3 	      2 	    123 	     10 
  360.000	   EXIT	    22 	      3 	      2 	    118 	      8 
  360.000	   EXIT	    23 	      3 	      3 	    113 	      5 
  360.000	   EXIT	    24 	      3 	      2 	    106 	      3 
  360.000	   EXIT	    25 	      3 	      1 	   24.7 	      2 
  360.000	  LEAVE	     6 	      3 	      3 	    354 	      2 
  368.366	  ENTER	    40 	      4 	      3 	    354 	      2 
  373.296	  ENTER	    41 	      4 	      3 	    354 	      2 
  373.883	  ENTER	    42 	      4 	      3 	    354 	      2 
  374.390	  ENTER	    43 	      3 	      3 	    354 	      2 
  384.776	  ENTER	    44 	      3 	      3 	    354 	      2 
  403.473	  ENTER	    45 	      2 	      3 	    354 	      2 
  416.678	  ENTER	    46 	      8 	      3 	    354 	      2 
  420.000	   EXIT	    26 	      8 	      3 	    165 	     13 
  420.000	   EXIT	    27 	      8 	      3 	    156 	     10 
  420.000	   EXIT	    28 	      8 	      3 	    146 	      7 
  420.000	   EXIT	    29 	      8 	      4 	    136 	      3 
  420.000	   EXIT	    30 	      8 	      2 	   16.5 	      1 
  420.000	  LEAVE	     7 	      8 	      8 	    417 	      1 
  422.998	  ENTER	    47 	      5 	      8 	    417 	      1 
  423.374	  ENTER	    48 	      5 	      8 	    417 	      1 
  433.076	  ENTER	    49 	      7 	      8 	    417 	      1 
  438.910	  ENTER	    50 	      6 	      8 	    417 	      1 
  439.648	  ENTER	    51 	      3 	      8 	    417 	      1 
  440.231	  ENTER	    52 	      4 	      8 	    417 	      1 
  453.033	  ENTER	    53 	      4 	      8 	    417 	      1 
  469.182	  ENTER	    54 	      2 	      8 	    417 	      1 
  473.968	  ENTER	    55 	      2 	      8 	    417 	      1 
  480.000	   EXIT	    31 	      2 	      3 	    193 	     13 
  480.000	   EXIT	    32 	      2 	      3 	    186 	     10 
  480.000	   EXIT	    33 	      2 	      6 	    167 	      4 
  480.000	   EXIT	    34 	      2 	      3 	    140 	      1 
  480.000	  LEAVE	     8 	      2 	      2 	    474 	      1 
  483.232	  ENTER	    56 	      2 	      2 	    474 	      1 
  488.154	  ENTER	    57 	      4 	      2 	    474 	      1 
  489.176	  ENTER	    58 	      2 	      2 	    474 	      1 
  504.825	  ENTER	    59 	      1 	      2 	    474 	      1 
  509.720	  ENTER	    60 	      1 	      2 	    474 	      1 
  540.000	   EXIT	    35 	      1 	      5 	    223 	     11 
  540.000	   EXIT	    36 	      1 	      5 	    216 	      6 
  540.000	   EXIT	    37 	      1 	      5 	    198 	      1 
  540.000	  LEAVE	     9 	      1 	      1 	    510 	      1 
  600.000	   EXIT	    38 	      1 	      3 	    256 	     13 
  600.000	   EXIT	    39 	      1 	      3 	    246 	     10 
  600.000	   EXIT	    40 	      1 	      4 	    232 	      6 
  600.000	   EXIT	    41 	      1 	      4 	    227 	      2 
  600.000	   EXIT	    42 	      1 	      1 	   95.2 	      1 
  600.000	  LEAVE	    10 	      1 	      1 	    510 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	   2.34 Time Sample Var. =	  3.048
 Event Ave. =	  3.366 Event Sample Var. =	  4.053
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	    2.5 Time Sample Var. =	   4.29
 Event Ave. =	  3.571 Event Sample Var. =	  4.173
 Minimum =	      1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  329.8 Time Sample Var. =	4.581e+04
 Event Ave. =	  171.6 Event Sample Var. =	2.482e+04
 Minimum =	      0
 Maximum =	  509.7
VARS[1]:
 Time Ave. = 	   1.66 Time Sample Var. =	  2.264
 Event Ave. =	  3.893 Event Sample Var. =	  14.95
 Minimum =	      1
 Maximum =	     14
