    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.000	  ENTER	     1 	      4 	      4 	      0 	      3 
    5.019	  ENTER	     2 	      2 	      4 	      0 	      3 
    5.392	  ENTER	     3 	      2 	      4 	      0 	      3 
   13.562	  ENTER	     4 	      0 	      4 	      0 	      3 
   22.456	  ENTER	     5 	      1 	      4 	      0 	      3 
   22.690	  ENTER	     6 	      3 	      4 	      0 	      3 
   25.599	  ENTER	     7 	      3 	      4 	      0 	      3 
   34.293	  ENTER	     8 	      3 	      4 	      0 	      3 
   47.422	  ENTER	     9 	      3 	      4 	      0 	      3 
   60.000	   EXIT	     1 	      3 	      4 	     60 	     12 
   60.000	   EXIT	     2 	      3 	      2 	     55 	     10 
   60.000	   EXIT	     3 	      3 	      2 	   54.6 	      8 
   60.000	   EXIT	     4 	      3 	      1 	   37.5 	      7 
   60.000	   EXIT	     5 	      3 	      3 	   37.3 	      4 
   60.000	   EXIT	     6 	      3 	      3 	   34.4 	      1 
   60.000	  LEAVE	     1 	      3 	      3 	   47.4 	      1 
   89.223	  ENTER	    10 	      4 	      3 	   47.4 	      1 
  102.737	  ENTER	    11 	      4 	      3 	   47.4 	      1 
  120.000	   EXIT	     7 	      4 	      3 	   85.7 	     13 
  120.000	   EXIT	     8 	      4 	      3 	   72.6 	     10 
  120.000	   EXIT	     9 	      4 	      4 	   30.8 	      6 
  120.000	  LEAVE	     2 	      4 	      4 	    103 	      2 
  120.000	   EXIT	    10 	      4 	      4 	   17.3 	      2 
  125.266	  ENTER	    12 	      3 	      4 	   17.3 	      2 
  137.760	  ENTER	    13 	      4 	      4 	   17.3 	      2 
  149.568	  ENTER	    14 	      5 	      4 	   17.3 	      2 
  180.000	   EXIT	    11 	      5 	      3 	   54.7 	     13 
  180.000	   EXIT	    12 	      5 	      4 	   42.2 	      9 
  180.000	  LEAVE	     3 	      5 	      5 	    150 	      4 
  180.000	   EXIT	    13 	      5 	      5 	   30.4 	      4 
  181.056	  ENTER	    15 	      4 	      5 	   30.4 	      4 
  188.030	  ENTER	    16 	      2 	      5 	   30.4 	      4 
  205.343	  ENTER	    17 	      1 	      5 	   30.4 	      4 
  211.949	  ENTER	    18 	      3 	      5 	   30.4 	      4 
  212.625	  ENTER	    19 	      3 	      5 	   30.4 	      4 
  240.000	   EXIT	    14 	      3 	      4 	   58.9 	     12 
  240.000	   EXIT	    15 	      3 	      2 	     52 	     10 
  240.000	   EXIT	    16 	      3 	      1 	   34.7 	      9 
  240.000	   EXIT	    17 	      3 	      3 	   28.1 	      6 
  240.000	  LEAVE	     4 	      3 	      3 	    213 	      3 
  240.000	   EXIT	    18 	      3 	      3 	   27.4 	      3 
  276.839	  ENTER	    20 	      5 	      3 	   27.4 	      3 
  284.600	  ENTER	    21 	      5 	      3 	   27.4 	      3 
  294.065	  ENTER	    22 	      5 	      3 	   27.4 	      3 
  295.110	  ENTER	    23 	      3 	      3 	   27.4 	      3 
