    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  360.000	   EXIT	    19 	      5 	      3 	    213 	      8 
  360.000	   EXIT	    20 	      5 	      3 	    176 	      5 
  360.000	   EXIT	    21 	      5 	      1 	    153 	      4 
  360.000	   EXIT	    22 	      5 	      3 	    153 	      1 
  360.000	  LEAVE	     6 	      5 	      5 	    352 	      1 
  367.568	  ENTER	    35 	      2 	      5 	    352 	      1 
  371.459	  ENTER	    36 	      4 	      5 	    352 	      1 
  378.705	  ENTER	    37 	      0 	      5 	    352 	      1 
  380.955	  ENTER	    38 	      3 	      5 	    352 	      1 
  386.322	  ENTER	    39 	      4 	      5 	    352 	      1 
  397.925	  ENTER	    40 	      8 	      5 	    352 	      1 
  405.365	  ENTER	    41 	      1 	      5 	    352 	      1 
  405.599	  ENTER	    42 	      5 	      5 	    352 	      1 
  405.839	  ENTER	    43 	      3 	      5 	    352 	      1 
  413.650	  ENTER	    44 	      6 	      5 	    352 	      1 
  415.968	  ENTER	    45 	      5 	      5 	    352 	      1 
  420.000	   EXIT	    23 	      5 	      5 	    222 	     11 
  420.000	   EXIT	    24 	      5 	      8 	    218 	      3 
  420.000	   EXIT	    25 	      5 	      2 	    106 	      1 
  420.000	  LEAVE	     7 	      5 	      5 	    416 	      1 
  424.732	  ENTER	    46 	      3 	      5 	    416 	      1 
  429.948	  ENTER	    47 	      4 	      5 	    416 	      1 
  437.874	  ENTER	    48 	      4 	      5 	    416 	      1 
  452.825	  ENTER	    49 	      5 	      5 	    416 	      1 
  466.459	  ENTER	    50 	      2 	      5 	    416 	      1 
  467.261	  ENTER	    51 	      4 	      5 	    416 	      1 
  468.645	  ENTER	    52 	      5 	      5 	    416 	      1 
  480.000	   EXIT	    26 	      5 	      5 	    255 	     11 
  480.000	   EXIT	    27 	      5 	      6 	    226 	      5 
  480.000	   EXIT	    28 	      5 	      3 	    210 	      2 
  480.000	   EXIT	    29 	      5 	      1 	   74.6 	      1 
  480.000	  LEAVE	     8 	      5 	      5 	    469 	      1 
  499.791	  ENTER	    53 	      3 	      5 	    469 	      1 
  502.354	  ENTER	    54 	      8 	      5 	    469 	      1 
  540.000	   EXIT	    30 	      8 	      6 	    263 	     10 
  540.000	   EXIT	    31 	      8 	      3 	    239 	      7 
  540.000	   EXIT	    32 	      8 	      4 	    235 	      3 
  540.000	   EXIT	    33 	      8 	      2 	    213 	      1 
  540.000	  LEAVE	     9 	      8 	      8 	    502 	      1 
  600.000	   EXIT	    34 	      8 	      8 	    268 	      8 
  600.000	   EXIT	    35 	      8 	      5 	    248 	      3 
  600.000	   EXIT	    36 	      8 	      2 	    232 	      1 
  600.000	  LEAVE	    10 	      8 	      8 	    502 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  6.205 Time Sample Var. =	  4.664
 Event Ave. =	   4.68 Event Sample Var. =	  3.778
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   6.14 Time Sample Var. =	    3.8
 Event Ave. =	   4.46 Event Sample Var. =	  2.668
 Minimum =	      1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	  353.2 Time Sample Var. =	3.214e+04
 Event Ave. =	    205 Event Sample Var. =	1.869e+04
 Minimum =	      0
 Maximum =	  502.4
VARS[1]:
 Time Ave. = 	   1.48 Time Sample Var. =	   2.77
 Event Ave. =	   3.21 Event Sample Var. =	  11.93
 Minimum =	      1
 Maximum =	     13
