    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      4 	      4 	      0 	      8 
    8.021	  ENTER	     2 	      2 	      4 	      0 	      8 
   12.016	  ENTER	     3 	      4 	      4 	      0 	      8 
   12.261	  ENTER	     4 	      5 	      4 	      0 	      8 
   14.592	  ENTER	     5 	      3 	      4 	      0 	      8 
   33.332	  ENTER	     6 	      2 	      4 	      0 	      8 
   60.000	   EXIT	     1 	      2 	      4 	     60 	     12 
   60.000	   EXIT	     2 	      2 	      2 	     52 	     10 
   60.000	   EXIT	     3 	      2 	      4 	     48 	      6 
   60.000	   EXIT	     4 	      2 	      5 	   47.7 	      1 
   60.000	  LEAVE	     1 	      2 	      2 	   33.3 	      1 
   60.236	  ENTER	     7 	      3 	      2 	   33.3 	      1 
   63.543	  ENTER	     8 	      7 	      2 	   33.3 	      1 
   77.731	  ENTER	     9 	      6 	      2 	   33.3 	      1 
   99.543	  ENTER	    10 	      2 	      2 	   33.3 	      1 
  106.389	  ENTER	    11 	      6 	      2 	   33.3 	      1 
  116.474	  ENTER	    12 	      6 	      2 	   33.3 	      1 
  120.000	   EXIT	     5 	      6 	      3 	    105 	     13 
  120.000	   EXIT	     6 	      6 	      2 	   86.7 	     11 
  120.000	   EXIT	     7 	      6 	      3 	   59.8 	      8 
  120.000	   EXIT	     8 	      6 	      7 	   56.5 	      1 
  120.000	  LEAVE	     2 	      6 	      6 	    116 	      1 
  122.449	  ENTER	    13 	      4 	      6 	    116 	      1 
  130.215	  ENTER	    14 	      8 	      6 	    116 	      1 
  135.074	  ENTER	    15 	      5 	      6 	    116 	      1 
  138.230	  ENTER	    16 	      5 	      6 	    116 	      1 
  141.399	  ENTER	    17 	      5 	      6 	    116 	      1 
  147.103	  ENTER	    18 	      3 	      6 	    116 	      1 
  180.000	   EXIT	     9 	      3 	      6 	    102 	     10 
  180.000	   EXIT	    10 	      3 	      2 	   80.5 	      8 
  180.000	   EXIT	    11 	      3 	      6 	   73.6 	      2 
  180.000	  LEAVE	     3 	      3 	      3 	    147 	      2 
  183.509	  ENTER	    19 	      3 	      3 	    147 	      2 
  197.146	  ENTER	    20 	      2 	      3 	    147 	      2 
  197.991	  ENTER	    21 	      5 	      3 	    147 	      2 
  201.895	  ENTER	    22 	      8 	      3 	    147 	      2 
  206.942	  ENTER	    23 	      1 	      3 	    147 	      2 
  206.943	  ENTER	    24 	      3 	      3 	    147 	      2 
  224.612	  ENTER	    25 	      5 	      3 	    147 	      2 
  240.000	   EXIT	    12 	      5 	      6 	    124 	     10 
  240.000	   EXIT	    13 	      5 	      4 	    118 	      6 
  240.000	   EXIT	    14 	      5 	      5 	    105 	      1 
  240.000	  LEAVE	     4 	      5 	      5 	    225 	      1 
  254.483	  ENTER	    26 	      6 	      5 	    225 	      1 
  269.814	  ENTER	    27 	      3 	      5 	    225 	      1 
  277.059	  ENTER	    28 	      6 	      5 	    225 	      1 
  300.000	   EXIT	    15 	      6 	      8 	    170 	      8 
  300.000	   EXIT	    16 	      6 	      5 	    162 	      3 
  300.000	   EXIT	    17 	      6 	      2 	    103 	      1 
  300.000	  LEAVE	     5 	      6 	      6 	    277 	      1 
  301.421	  ENTER	    29 	      3 	      6 	    277 	      1 
  304.892	  ENTER	    30 	      4 	      6 	    277 	      1 
  313.917	  ENTER	    31 	      2 	      6 	    277 	      1 
  326.793	  ENTER	    32 	      2 	      6 	    277 	      1 
  332.032	  ENTER	    33 	      8 	      6 	    277 	      1 
  351.831	  ENTER	    34 	      5 	      6 	    277 	      1 
  360.000	   EXIT	    18 	      5 	      5 	    219 	     11 
