    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.004	  ENTER	     1 	      8 	      3 	      0 	      1 
    8.605	  ENTER	     2 	      5 	      3 	      0 	      1 
   43.947	  ENTER	     3 	      4 	      3 	      0 	      1 
   45.820	  ENTER	     4 	      4 	      3 	      0 	      1 
   49.507	  ENTER	     5 	      1 	      3 	      0 	      1 
   56.764	  ENTER	     6 	      5 	      3 	      0 	      1 
   60.000	   EXIT	     1 	      5 	      8 	     60 	     12 
   60.000	   EXIT	     2 	      5 	      5 	   51.4 	      7 
   60.000	   EXIT	     3 	      5 	      4 	   16.1 	      3 
   60.000	   EXIT	     4 	      5 	      1 	   10.5 	      2 
   60.000	  LEAVE	     1 	      5 	      5 	   56.8 	      2 
   61.436	  ENTER	     7 	      1 	      5 	   56.8 	      2 
   65.774	  ENTER	     8 	      5 	      5 	   56.8 	      2 
   76.794	  ENTER	     9 	      7 	      5 	   56.8 	      2 
   80.720	  ENTER	    10 	      4 	      5 	   56.8 	      2 
   81.007	  ENTER	    11 	      4 	      5 	   56.8 	      2 
   93.007	  ENTER	    12 	      4 	      5 	   56.8 	      2 
   95.328	  ENTER	    13 	      2 	      5 	   56.8 	      2 
  102.344	  ENTER	    14 	      5 	      5 	   56.8 	      2 
  105.467	  ENTER	    15 	      5 	      5 	   56.8 	      2 
  120.000	   EXIT	     5 	      5 	      4 	   74.2 	     16 
  120.000	   EXIT	     6 	      5 	      5 	   63.2 	     11 
  120.000	   EXIT	     7 	      5 	      1 	   58.6 	     10 
  120.000	   EXIT	     8 	      5 	      5 	   54.2 	      5 
  120.000	   EXIT	     9 	      5 	      4 	   39.3 	      1 
  120.000	  LEAVE	     2 	      5 	      5 	    105 	      1 
  141.547	  ENTER	    16 	      2 	      5 	    105 	      1 
  145.101	  ENTER	    17 	      6 	      5 	    105 	      1 
  159.786	  ENTER	    18 	      6 	      5 	    105 	      1 
  170.361	  ENTER	    19 	      6 	      5 	    105 	      1 
  171.437	  ENTER	    20 	      4 	      5 	    105 	      1 
  180.000	   EXIT	    10 	      4 	      7 	    103 	     13 
  180.000	   EXIT	    11 	      4 	      4 	     99 	      9 
  180.000	   EXIT	    12 	      4 	      4 	     87 	      5 
  180.000	   EXIT	    13 	      4 	      2 	   84.7 	      3 
  180.000	   EXIT	    14 	      4 	      2 	   38.5 	      1 
  180.000	  LEAVE	     3 	      4 	      4 	    171 	      1 
  183.978	  ENTER	    21 	      3 	      4 	    171 	      1 
  204.932	  ENTER	    22 	      4 	      4 	    171 	      1 
  208.367	  ENTER	    23 	      4 	      4 	    171 	      1 
  215.408	  ENTER	    24 	      3 	      4 	    171 	      1 
  216.362	  ENTER	    25 	      5 	      4 	    171 	      1 
  216.925	  ENTER	    26 	      3 	      4 	    171 	      1 
  217.777	  ENTER	    27 	      2 	      4 	    171 	      1 
  219.551	  ENTER	    28 	      4 	      4 	    171 	      1 
  220.616	  ENTER	    29 	      4 	      4 	    171 	      1 
  221.780	  ENTER	    30 	      7 	      4 	    171 	      1 
  236.278	  ENTER	    31 	      1 	      4 	    171 	      1 
  240.000	   EXIT	    15 	      1 	      5 	    138 	     15 
  240.000	   EXIT	    16 	      1 	      5 	    135 	     10 
  240.000	   EXIT	    17 	      1 	      6 	   94.9 	      4 
  240.000	   EXIT	    18 	      1 	      3 	     56 	      1 
  240.000	  LEAVE	     4 	      1 	      1 	    236 	      1 
  243.335	  ENTER	    32 	      0 	      1 	    236 	      1 
  246.871	  ENTER	    33 	      5 	      1 	    236 	      1 
  267.914	  ENTER	    34 	      2 	      1 	    236 	      1 
  273.875	  ENTER	    35 	      5 	      1 	    236 	      1 
  282.164	  ENTER	    36 	      0 	      1 	    236 	      1 
  299.784	  ENTER	    37 	      2 	      1 	    236 	      1 
  300.000	   EXIT	    19 	      2 	      6 	    140 	     14 
  300.000	   EXIT	    20 	      2 	      6 	    130 	      8 
  300.000	   EXIT	    21 	      2 	      4 	    129 	      4 
  300.000	   EXIT	    22 	      2 	      3 	   84.6 	      1 
  300.000	  LEAVE	     5 	      2 	      2 	    300 	      1 
  306.466	  ENTER	    38 	      2 	      2 	    300 	      1 
  310.423	  ENTER	    39 	      2 	      2 	    300 	      1 
  313.291	  ENTER	    40 	      4 	      2 	    300 	      1 
  319.218	  ENTER	    41 	      5 	      2 	    300 	      1 
  326.168	  ENTER	    42 	      3 	      2 	    300 	      1 
  341.615	  ENTER	    43 	      6 	      2 	    300 	      1 
  345.657	  ENTER	    44 	      4 	      2 	    300 	      1 
  346.107	  ENTER	    45 	      5 	      2 	    300 	      1 
  346.392	  ENTER	    46 	      3 	      2 	    300 	      1 
  348.626	  ENTER	    47 	      5 	      2 	    300 	      1 
  354.445	  ENTER	    48 	      1 	      2 	    300 	      1 
  360.000	   EXIT	    23 	      1 	      4 	    155 	     16 
  360.000	   EXIT	    24 	      1 	      4 	    152 	     12 
  360.000	   EXIT	    25 	      1 	      5 	    144 	      7 
  360.000	   EXIT	    26 	      1 	      3 	    143 	      4 
  360.000	   EXIT	    27 	      1 	      2 	    142 	      2 
  360.000	   EXIT	    28 	      1 	      1 	    124 	      1 
  360.000	  LEAVE	     6 	      1 	      1 	    354 	      1 
  372.979	  ENTER	    49 	      4 	      1 	    354 	      1 
  374.119	  ENTER	    50 	      4 	      1 	    354 	      1 
  417.026	  ENTER	    51 	      3 	      1 	    354 	      1 
  420.000	   EXIT	    29 	      3 	      4 	    200 	     16 
  420.000	   EXIT	    30 	      3 	      4 	    199 	     12 
  420.000	   EXIT	    31 	      3 	      7 	    198 	      5 
  420.000	   EXIT	    32 	      3 	      2 	    152 	      3 
  420.000	   EXIT	    33 	      3 	      2 	    120 	      1 
  420.000	  LEAVE	     7 	      3 	      3 	    417 	      1 
  438.791	  ENTER	    52 	      9 	      3 	    417 	      1 
  474.036	  ENTER	    53 	      4 	      3 	    417 	      1 
  480.000	   EXIT	    34 	      4 	      5 	    233 	     15 
  480.000	   EXIT	    35 	      4 	      5 	    206 	     10 
  480.000	   EXIT	    36 	      4 	      2 	    174 	      8 
  480.000	   EXIT	    37 	      4 	      2 	    170 	      6 
  480.000	   EXIT	    38 	      4 	      4 	    167 	      2 
  480.000	   EXIT	    39 	      4 	      1 	    126 	      1 
