    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  300.000	  LEAVE	     5 	      4 	      4 	    293 	      2 
  338.721	  ENTER	    26 	      4 	      4 	    293 	      2 
  341.517	  ENTER	    27 	      4 	      4 	    293 	      2 
  348.274	  ENTER	    28 	      3 	      4 	    293 	      2 
  356.484	  ENTER	    29 	      4 	      4 	    293 	      2 
  360.000	   EXIT	    21 	      4 	      5 	   83.5 	     15 
  360.000	   EXIT	    22 	      4 	      4 	   67.5 	     11 
  360.000	   EXIT	    23 	      4 	      4 	   67.2 	      7 
  360.000	   EXIT	    24 	      4 	      4 	   21.3 	      3 
  360.000	  LEAVE	     6 	      4 	      4 	    356 	      3 
  364.972	  ENTER	    30 	      5 	      4 	    356 	      3 
  366.761	  ENTER	    31 	      6 	      4 	    356 	      3 
  370.502	  ENTER	    32 	      2 	      4 	    356 	      3 
  370.642	  ENTER	    33 	      2 	      4 	    356 	      3 
  385.950	  ENTER	    34 	      4 	      4 	    356 	      3 
  404.578	  ENTER	    35 	      5 	      4 	    356 	      3 
  411.031	  ENTER	    36 	      1 	      4 	    356 	      3 
  420.000	   EXIT	    25 	      1 	      4 	   78.5 	     16 
  420.000	   EXIT	    26 	      1 	      3 	   71.7 	     13 
  420.000	   EXIT	    27 	      1 	      4 	   63.5 	      9 
  420.000	   EXIT	    28 	      1 	      5 	     55 	      4 
  420.000	   EXIT	    29 	      1 	      2 	   49.5 	      2 
  420.000	  LEAVE	     7 	      1 	      1 	    411 	      1 
  420.000	   EXIT	    30 	      1 	      1 	   8.97 	      1 
  460.905	  ENTER	    37 	      4 	      1 	   8.97 	      1 
  467.161	  ENTER	    38 	      3 	      1 	   8.97 	      1 
  480.000	   EXIT	    31 	      3 	      6 	    113 	     14 
  480.000	   EXIT	    32 	      3 	      2 	    109 	     12 
  480.000	   EXIT	    33 	      3 	      4 	   94.1 	      8 
  480.000	   EXIT	    34 	      3 	      5 	   75.4 	      3 
  480.000	  LEAVE	     8 	      3 	      3 	    467 	      3 
  486.722	  ENTER	    39 	      2 	      3 	    467 	      3 
  497.475	  ENTER	    40 	      1 	      3 	    467 	      3 
  507.753	  ENTER	    41 	      4 	      3 	    467 	      3 
  540.000	   EXIT	    35 	      4 	      4 	   79.1 	     16 
  540.000	   EXIT	    36 	      4 	      3 	   72.8 	     13 
  540.000	   EXIT	    37 	      4 	      2 	   53.3 	     11 
  540.000	   EXIT	    38 	      4 	      1 	   42.5 	     10 
  540.000	  LEAVE	     9 	      4 	      4 	    508 	      6 
  540.000	   EXIT	    39 	      4 	      4 	   32.2 	      6 
  600.000	  LEAVE	    10 	      4 	     -1 	   32.2 	     20 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.705 Time Sample Var. =	  1.981
 Event Ave. =	  3.311 Event Sample Var. =	  3.614
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   1.28 Time Sample Var. =	  6.802
 Event Ave. =	  3.167 Event Sample Var. =	  5.139
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	    101 Time Sample Var. =	1.933e+04
 Event Ave. =	  129.3 Event Sample Var. =	2.021e+04
 Minimum =	      0
 Maximum =	  507.8
VARS[1]:
 Time Ave. = 	  10.64 Time Sample Var. =	  64.91
 Event Ave. =	  6.778 Event Sample Var. =	  25.93
 Minimum =	      1
 Maximum =	     20
