    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.001	  ENTER	     1 	      1 	     -1 	      0 	      1 
    5.923	  ENTER	     2 	      4 	     -1 	      0 	      1 
   25.616	  ENTER	     3 	      3 	     -1 	      0 	      1 
   28.082	  ENTER	     4 	      2 	     -1 	      0 	      1 
   45.609	  ENTER	     5 	      4 	     -1 	      0 	      1 
   58.899	  ENTER	     6 	      0 	     -1 	      0 	      1 
   60.000	   EXIT	     1 	      0 	      1 	     60 	     19 
   60.000	   EXIT	     2 	      0 	      4 	   54.1 	     15 
   60.000	   EXIT	     3 	      0 	      3 	   34.4 	     12 
   60.000	   EXIT	     4 	      0 	      2 	   31.9 	     10 
   60.000	   EXIT	     5 	      0 	      4 	   14.4 	      6 
   60.000	  LEAVE	     1 	      0 	     -1 	   58.9 	      6 
   74.806	  ENTER	     7 	      2 	     -1 	   58.9 	      6 
   76.952	  ENTER	     8 	      3 	     -1 	   58.9 	      6 
   81.800	  ENTER	     9 	      2 	     -1 	   58.9 	      6 
  113.748	  ENTER	    10 	      4 	     -1 	   58.9 	      6 
  120.000	   EXIT	     6 	      4 	      2 	   45.2 	     18 
  120.000	   EXIT	     7 	      4 	      3 	     43 	     15 
  120.000	   EXIT	     8 	      4 	      2 	   38.2 	     13 
  120.000	  LEAVE	     2 	      4 	      4 	    114 	      9 
  120.000	   EXIT	     9 	      4 	      4 	   6.25 	      9 
  126.386	  ENTER	    11 	      6 	      4 	   6.25 	      9 
  155.947	  ENTER	    12 	      3 	      4 	   6.25 	      9 
  180.000	   EXIT	    10 	      3 	      6 	   53.6 	     14 
  180.000	  LEAVE	     3 	      3 	      3 	    156 	     11 
  180.000	   EXIT	    11 	      3 	      3 	   24.1 	     11 
  186.295	  ENTER	    13 	      8 	      3 	   24.1 	     11 
  197.268	  ENTER	    14 	      2 	      3 	   24.1 	     11 
  213.940	  ENTER	    15 	      3 	      3 	   24.1 	     11 
  214.474	  ENTER	    16 	      2 	      3 	   24.1 	     11 
  219.201	  ENTER	    17 	      3 	      3 	   24.1 	     11 
  221.119	  ENTER	    18 	      7 	      3 	   24.1 	     11 
  240.000	   EXIT	    12 	      7 	      8 	   53.7 	     12 
  240.000	   EXIT	    13 	      7 	      2 	   42.7 	     10 
  240.000	   EXIT	    14 	      7 	      3 	   26.1 	      7 
  240.000	   EXIT	    15 	      7 	      2 	   25.5 	      5 
  240.000	   EXIT	    16 	      7 	      3 	   20.8 	      2 
  240.000	  LEAVE	     4 	      7 	      7 	    221 	      2 
  260.008	  ENTER	    19 	      4 	      7 	    221 	      2 
  267.620	  ENTER	    20 	      6 	      7 	    221 	      2 
  269.356	  ENTER	    21 	      1 	      7 	    221 	      2 
  276.468	  ENTER	    22 	      5 	      7 	    221 	      2 
  292.468	  ENTER	    23 	      0 	      7 	    221 	      2 
  292.477	  ENTER	    24 	      4 	      7 	    221 	      2 
  292.813	  ENTER	    25 	      4 	      7 	    221 	      2 
  300.000	   EXIT	    17 	      4 	      7 	   78.9 	     13 
  300.000	   EXIT	    18 	      4 	      4 	     40 	      9 
  300.000	   EXIT	    19 	      4 	      6 	   32.4 	      3 
  300.000	   EXIT	    20 	      4 	      1 	   30.6 	      2 
