    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  206.942	  ENTER	    23 	      1 	      3 	   32.9 	      2 
  206.943	  ENTER	    24 	      3 	      3 	   32.9 	      2 
  224.612	  ENTER	    25 	      5 	      3 	   32.9 	      2 
  240.000	   EXIT	    17 	      5 	      5 	    102 	     23 
  240.000	   EXIT	    18 	      5 	      5 	   98.6 	     18 
  240.000	   EXIT	    19 	      5 	      3 	   56.5 	     15 
  240.000	   EXIT	    20 	      5 	      2 	   42.9 	     13 
  240.000	   EXIT	    21 	      5 	      5 	     42 	      8 
  240.000	   EXIT	    22 	      5 	      1 	   33.1 	      7 
  240.000	   EXIT	    23 	      5 	      3 	   33.1 	      4 
  240.000	  LEAVE	     4 	      5 	      5 	    225 	      4 
  254.483	  ENTER	    26 	      6 	      5 	    225 	      4 
  269.814	  ENTER	    27 	      3 	      5 	    225 	      4 
  277.059	  ENTER	    28 	      6 	      5 	    225 	      4 
  300.000	   EXIT	    24 	      6 	      8 	   98.1 	     20 
  300.000	   EXIT	    25 	      6 	      5 	   75.4 	     15 
  300.000	   EXIT	    26 	      6 	      6 	   45.5 	      9 
  300.000	   EXIT	    27 	      6 	      3 	   30.2 	      6 
  300.000	  LEAVE	     5 	      6 	      6 	    277 	      6 
  301.421	  ENTER	    29 	      3 	      6 	    277 	      6 
  304.892	  ENTER	    30 	      4 	      6 	    277 	      6 
  313.917	  ENTER	    31 	      2 	      6 	    277 	      6 
  326.793	  ENTER	    32 	      2 	      6 	    277 	      6 
  332.032	  ENTER	    33 	      8 	      6 	    277 	      6 
  351.831	  ENTER	    34 	      5 	      6 	    277 	      6 
  360.000	   EXIT	    28 	      5 	      6 	   82.9 	     22 
  360.000	   EXIT	    29 	      5 	      3 	   58.6 	     19 
  360.000	   EXIT	    30 	      5 	      4 	   55.1 	     15 
  360.000	   EXIT	    31 	      5 	      2 	   46.1 	     13 
  360.000	   EXIT	    32 	      5 	      2 	   33.2 	     11 
  360.000	   EXIT	    33 	      5 	      8 	     28 	      3 
  360.000	  LEAVE	     6 	      5 	      5 	    352 	      3 
  367.568	  ENTER	    35 	      2 	      5 	    352 	      3 
  371.459	  ENTER	    36 	      4 	      5 	    352 	      3 
  378.705	  ENTER	    37 	      0 	      5 	    352 	      3 
  380.955	  ENTER	    38 	      3 	      5 	    352 	      3 
  386.322	  ENTER	    39 	      4 	      5 	    352 	      3 
  397.925	  ENTER	    40 	      8 	      5 	    352 	      3 
  405.365	  ENTER	    41 	      1 	      5 	    352 	      3 
  405.599	  ENTER	    42 	      5 	      5 	    352 	      3 
  405.839	  ENTER	    43 	      3 	      5 	    352 	      3 
  413.650	  ENTER	    44 	      6 	      5 	    352 	      3 
  415.968	  ENTER	    45 	      5 	      5 	    352 	      3 
  420.000	   EXIT	    34 	      5 	      5 	   68.2 	     23 
  420.000	   EXIT	    35 	      5 	      2 	   52.4 	     21 
  420.000	   EXIT	    36 	      5 	      4 	   48.5 	     17 
  420.000	   EXIT	    37 	      5 	      3 	     39 	     14 
  420.000	   EXIT	    38 	      5 	      4 	   33.7 	     10 
  420.000	   EXIT	    39 	      5 	      8 	   22.1 	      2 
  420.000	   EXIT	    40 	      5 	      1 	   14.6 	      1 
  420.000	  LEAVE	     7 	      5 	      5 	    416 	      1 
  424.732	  ENTER	    46 	      3 	      5 	    416 	      1 
  429.948	  ENTER	    47 	      4 	      5 	    416 	      1 
  437.874	  ENTER	    48 	      4 	      5 	    416 	      1 
  452.825	  ENTER	    49 	      5 	      5 	    416 	      1 
  466.459	  ENTER	    50 	      2 	      5 	    416 	      1 
  467.261	  ENTER	    51 	      4 	      5 	    416 	      1 
  468.645	  ENTER	    52 	      5 	      5 	    416 	      1 
  480.000	   EXIT	    41 	      5 	      5 	   74.4 	     23 
  480.000	   EXIT	    42 	      5 	      3 	   74.2 	     20 
  480.000	   EXIT	    43 	      5 	      6 	   66.4 	     14 
  480.000	   EXIT	    44 	      5 	      5 	     64 	      9 
  480.000	   EXIT	    45 	      5 	      3 	   55.3 	      6 
  480.000	   EXIT	    46 	      5 	      4 	   50.1 	      2 
  480.000	  LEAVE	     8 	      5 	      5 	    469 	      2 
  499.791	  ENTER	    53 	      3 	      5 	    469 	      2 
  502.354	  ENTER	    54 	      8 	      5 	    469 	      2 
  540.000	   EXIT	    47 	      8 	      4 	    102 	     24 
  540.000	   EXIT	    48 	      8 	      5 	   87.2 	     19 
  540.000	   EXIT	    49 	      8 	      2 	   73.5 	     17 
  540.000	   EXIT	    50 	      8 	      4 	   72.7 	     13 
  540.000	   EXIT	    51 	      8 	      5 	   71.4 	      8 
  540.000	   EXIT	    52 	      8 	      3 	   40.2 	      5 
  540.000	  LEAVE	     9 	      8 	      8 	    502 	      5 
  600.000	  LEAVE	    10 	      8 	      8 	    502 	     20 
  600.000	   EXIT	    53 	      8 	      8 	   97.6 	     20 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  6.205 Time Sample Var. =	  4.664
 Event Ave. =	  4.658 Event Sample Var. =	  3.439
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   5.84 Time Sample Var. =	  6.494
 Event Ave. =	  4.205 Event Sample Var. =	  4.112
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	    184 Time Sample Var. =	2.462e+04
 Event Ave. =	  145.9 Event Sample Var. =	2.217e+04
 Minimum =	      0
 Maximum =	  502.4
VARS[1]:
 Time Ave. = 	  11.78 Time Sample Var. =	  78.77
 Event Ave. =	  9.496 Event Sample Var. =	  65.43
 Minimum =	      1
 Maximum =	     28
