    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  360.000	   EXIT	    21 	      3 	      3 	   20.4 	     22 
  360.000	  LEAVE	     6 	      3 	      3 	    355 	     19 
  360.000	   EXIT	    22 	      3 	      3 	   5.13 	     19 
  391.047	  ENTER	    26 	      8 	      3 	   5.13 	     19 
  403.276	  ENTER	    27 	      2 	      3 	   5.13 	     19 
  408.795	  ENTER	    28 	      5 	      3 	   5.13 	     19 
  413.346	  ENTER	    29 	      6 	      3 	   5.13 	     19 
  420.000	   EXIT	    23 	      6 	      8 	     29 	     20 
  420.000	   EXIT	    24 	      6 	      2 	   16.7 	     18 
  420.000	   EXIT	    25 	      6 	      5 	   11.2 	     13 
  420.000	  LEAVE	     7 	      6 	      6 	    413 	      7 
  420.000	   EXIT	    26 	      6 	      6 	   6.65 	      7 
  420.719	  ENTER	    30 	      3 	      6 	   6.65 	      7 
  427.992	  ENTER	    31 	      2 	      6 	   6.65 	      7 
  428.807	  ENTER	    32 	      5 	      6 	   6.65 	      7 
  428.852	  ENTER	    33 	      3 	      6 	   6.65 	      7 
  450.298	  ENTER	    34 	      4 	      6 	   6.65 	      7 
  453.609	  ENTER	    35 	      6 	      6 	   6.65 	      7 
  471.011	  ENTER	    36 	      2 	      6 	   6.65 	      7 
  480.000	   EXIT	    27 	      2 	      3 	   59.3 	     25 
  480.000	   EXIT	    28 	      2 	      2 	     52 	     23 
  480.000	   EXIT	    29 	      2 	      5 	   51.2 	     18 
  480.000	   EXIT	    30 	      2 	      3 	   51.1 	     15 
  480.000	   EXIT	    31 	      2 	      4 	   29.7 	     11 
  480.000	   EXIT	    32 	      2 	      6 	   26.4 	      5 
  480.000	  LEAVE	     8 	      2 	      2 	    471 	      3 
  480.000	   EXIT	    33 	      2 	      2 	   8.99 	      3 
  483.814	  ENTER	    37 	      3 	      2 	   8.99 	      3 
  495.674	  ENTER	    38 	      7 	      2 	   8.99 	      3 
  498.791	  ENTER	    39 	      1 	      2 	   8.99 	      3 
  540.000	   EXIT	    34 	      1 	      3 	   56.2 	     25 
  540.000	   EXIT	    35 	      1 	      7 	   44.3 	     18 
  540.000	  LEAVE	     9 	      1 	      1 	    499 	     17 
  540.000	   EXIT	    36 	      1 	      1 	   41.2 	     17 
  600.000	  LEAVE	    10 	      1 	     -1 	   41.2 	     28 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  2.412 Time Sample Var. =	  5.113
 Event Ave. =	  3.024 Event Sample Var. =	  6.258
 Minimum =	      0
 Maximum =	      9
VARS[4]:
 Time Ave. = 	    1.1 Time Sample Var. =	   8.01
 Event Ave. =	  3.294 Event Sample Var. =	  6.443
 Minimum =	     -1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  36.13 Time Sample Var. =	   1529
 Event Ave. =	  58.01 Event Sample Var. =	   9730
 Minimum =	      0
 Maximum =	  498.8
VARS[1]:
 Time Ave. = 	  19.54 Time Sample Var. =	  84.37
 Event Ave. =	  14.66 Event Sample Var. =	  68.51
 Minimum =	      1
 Maximum =	     28
