    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      3 	     -1 	      0 	     28 
    0.259	  ENTER	     2 	      5 	     -1 	      0 	     28 
    1.115	  ENTER	     3 	      2 	     -1 	      0 	     28 
   16.970	  ENTER	     4 	      6 	     -1 	      0 	     28 
   18.919	  ENTER	     5 	      1 	     -1 	      0 	     28 
   20.190	  ENTER	     6 	      3 	     -1 	      0 	     28 
   28.583	  ENTER	     7 	      6 	     -1 	      0 	     28 
   29.544	  ENTER	     8 	      5 	     -1 	      0 	     28 
   38.674	  ENTER	     9 	      1 	     -1 	      0 	     28 
   41.853	  ENTER	    10 	      4 	     -1 	      0 	     28 
   60.000	   EXIT	     1 	      4 	      3 	     60 	     25 
   60.000	   EXIT	     2 	      4 	      5 	   59.7 	     20 
   60.000	   EXIT	     3 	      4 	      2 	   58.9 	     18 
   60.000	   EXIT	     4 	      4 	      6 	     43 	     12 
   60.000	   EXIT	     5 	      4 	      1 	   41.1 	     11 
   60.000	   EXIT	     6 	      4 	      3 	   39.8 	      8 
   60.000	   EXIT	     7 	      4 	      6 	   31.4 	      2 
   60.000	   EXIT	     8 	      4 	      1 	   21.3 	      1 
   60.000	  LEAVE	     1 	      4 	      4 	   41.9 	      1 
   85.941	  ENTER	    11 	      7 	      4 	   41.9 	      1 
   96.328	  ENTER	    12 	      3 	      4 	   41.9 	      1 
   97.622	  ENTER	    13 	      1 	      4 	   41.9 	      1 
  115.656	  ENTER	    14 	      4 	      4 	   41.9 	      1 
  117.692	  ENTER	    15 	      9 	      4 	   41.9 	      1 
  118.098	  ENTER	    16 	      3 	      4 	   41.9 	      1 
  118.563	  ENTER	    17 	      3 	      4 	   41.9 	      1 
  120.000	   EXIT	     9 	      3 	      5 	   90.5 	     23 
  120.000	   EXIT	    10 	      3 	      4 	   78.1 	     19 
  120.000	   EXIT	    11 	      3 	      7 	   34.1 	     12 
  120.000	   EXIT	    12 	      3 	      3 	   23.7 	      9 
  120.000	   EXIT	    13 	      3 	      1 	   22.4 	      8 
  120.000	   EXIT	    14 	      3 	      4 	   4.34 	      4 
  120.000	   EXIT	    15 	      3 	      3 	    1.9 	      1 
  120.000	  LEAVE	     2 	      3 	      3 	    119 	      1 
  125.061	  ENTER	    18 	      3 	      3 	    119 	      1 
  139.420	  ENTER	    19 	      4 	      3 	    119 	      1 
  145.495	  ENTER	    20 	      5 	      3 	    119 	      1 
  159.578	  ENTER	    21 	      1 	      3 	    119 	      1 
  180.000	   EXIT	    16 	      1 	      9 	   62.3 	     19 
  180.000	   EXIT	    17 	      1 	      3 	   61.4 	     16 
  180.000	   EXIT	    18 	      1 	      3 	   54.9 	     13 
  180.000	   EXIT	    19 	      1 	      4 	   40.6 	      9 
  180.000	   EXIT	    20 	      1 	      5 	   34.5 	      4 
  180.000	  LEAVE	     3 	      1 	      1 	    160 	      3 
  180.000	   EXIT	    21 	      1 	      1 	   20.4 	      3 
  240.000	  LEAVE	     4 	      1 	     -1 	   20.4 	     28 
  246.201	  ENTER	    22 	      5 	     -1 	   20.4 	     28 
  246.916	  ENTER	    23 	      7 	     -1 	   20.4 	     28 
