    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  250.532	  ENTER	    24 	      6 	     -1 	   20.4 	     28 
  257.570	  ENTER	    25 	      4 	     -1 	   20.4 	     28 
  260.606	  ENTER	    26 	      5 	     -1 	   20.4 	     28 
  283.503	  ENTER	    27 	      9 	     -1 	   20.4 	     28 
  289.865	  ENTER	    28 	      3 	     -1 	   20.4 	     28 
  290.040	  ENTER	    29 	      2 	     -1 	   20.4 	     28 
  295.195	  ENTER	    30 	      1 	     -1 	   20.4 	     28 
  300.000	   EXIT	    22 	      1 	      5 	   53.8 	     23 
  300.000	   EXIT	    23 	      1 	      7 	   53.1 	     16 
  300.000	   EXIT	    24 	      1 	      6 	   49.5 	     10 
  300.000	   EXIT	    25 	      1 	      4 	   42.4 	      6 
  300.000	   EXIT	    26 	      1 	      5 	   39.4 	      1 
  300.000	  LEAVE	     5 	      1 	      1 	    295 	      1 
  301.583	  ENTER	    31 	     11 	      1 	    295 	      1 
  310.890	  ENTER	    32 	      5 	      1 	    295 	      1 
  320.877	  ENTER	    33 	      6 	      1 	    295 	      1 
  333.062	  ENTER	    34 	      1 	      1 	    295 	      1 
  336.134	  ENTER	    35 	      4 	      1 	    295 	      1 
  351.468	  ENTER	    36 	      1 	      1 	    295 	      1 
  357.251	  ENTER	    37 	      3 	      1 	    295 	      1 
  360.000	   EXIT	    27 	      3 	      9 	   76.5 	     19 
  360.000	   EXIT	    28 	      3 	      3 	   70.1 	     16 
  360.000	   EXIT	    29 	      3 	      2 	     70 	     14 
  360.000	   EXIT	    30 	      3 	      1 	   64.8 	     13 
  360.000	   EXIT	    31 	      3 	     11 	   58.4 	      2 
  360.000	   EXIT	    32 	      3 	      1 	   26.9 	      1 
  360.000	  LEAVE	     6 	      3 	      3 	    357 	      1 
  367.934	  ENTER	    38 	      3 	      3 	    357 	      1 
  379.554	  ENTER	    39 	      4 	      3 	    357 	      1 
  386.704	  ENTER	    40 	      2 	      3 	    357 	      1 
  389.740	  ENTER	    41 	      6 	      3 	    357 	      1 
  403.733	  ENTER	    42 	      0 	      3 	    357 	      1 
  403.871	  ENTER	    43 	      6 	      3 	    357 	      1 
  419.340	  ENTER	    44 	      1 	      3 	    357 	      1 
  420.000	   EXIT	    33 	      1 	      5 	    109 	     23 
  420.000	   EXIT	    34 	      1 	      6 	   99.1 	     17 
  420.000	   EXIT	    35 	      1 	      4 	   83.9 	     13 
  420.000	   EXIT	    36 	      1 	      1 	   68.5 	     12 
  420.000	   EXIT	    37 	      1 	      3 	   62.7 	      9 
  420.000	   EXIT	    38 	      1 	      3 	   52.1 	      6 
  420.000	   EXIT	    39 	      1 	      4 	   40.4 	      2 
  420.000	  LEAVE	     7 	      1 	      1 	    419 	      1 
  420.000	   EXIT	    40 	      1 	      1 	   0.66 	      1 
  422.981	  ENTER	    45 	      9 	      1 	   0.66 	      1 
  444.180	  ENTER	    46 	      2 	      1 	   0.66 	      1 
  469.424	  ENTER	    47 	      3 	      1 	   0.66 	      1 
  480.000	   EXIT	    41 	      3 	      2 	   93.3 	     26 
  480.000	   EXIT	    42 	      3 	      6 	   90.3 	     20 
  480.000	   EXIT	    43 	      3 	      6 	   76.1 	     14 
  480.000	   EXIT	    44 	      3 	      9 	     57 	      5 
  480.000	   EXIT	    45 	      3 	      2 	   35.8 	      3 
  480.000	  LEAVE	     8 	      3 	      3 	    469 	      3 
  482.032	  ENTER	    48 	      3 	      3 	    469 	      3 
  491.562	  ENTER	    49 	      1 	      3 	    469 	      3 
  508.891	  ENTER	    50 	      4 	      3 	    469 	      3 
  540.000	   EXIT	    46 	      4 	      3 	   70.6 	     25 
  540.000	   EXIT	    47 	      4 	      3 	     58 	     22 
  540.000	   EXIT	    48 	      4 	      1 	   48.4 	     21 
  540.000	  LEAVE	     9 	      4 	      4 	    509 	     17 
  540.000	   EXIT	    49 	      4 	      4 	   31.1 	     17 
  600.000	  LEAVE	    10 	      4 	     -1 	   31.1 	     28 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.797 Time Sample Var. =	  3.087
 Event Ave. =	  3.138 Event Sample Var. =	  4.064
 Minimum =	      0
 Maximum =	     11
VARS[4]:
 Time Ave. = 	   0.68 Time Sample Var. =	  3.778
 Event Ave. =	  2.523 Event Sample Var. =	  6.433
 Minimum =	     -1
 Maximum =	     11
WAIT[VARS[5]]:
 Time Ave. = 	  93.74 Time Sample Var. =	1.876e+04
 Event Ave. =	  109.3 Event Sample Var. =	1.844e+04
 Minimum =	      0
 Maximum =	  508.9
VARS[1]:
 Time Ave. = 	  16.24 Time Sample Var. =	  162.7
 Event Ave. =	  11.44 Event Sample Var. =	    116
 Minimum =	      1
 Maximum =	     28
