    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
  300.000	   EXIT	    21 	      4 	      5 	   23.5 	     12 
  300.000	   EXIT	    22 	      4 	      4 	   7.52 	      8 
  300.000	  LEAVE	     5 	      4 	      4 	    293 	      4 
  300.000	   EXIT	    23 	      4 	      4 	   7.19 	      4 
  338.721	  ENTER	    26 	      4 	      4 	   7.19 	      4 
  341.517	  ENTER	    27 	      4 	      4 	   7.19 	      4 
  348.274	  ENTER	    28 	      3 	      4 	   7.19 	      4 
  356.484	  ENTER	    29 	      4 	      4 	   7.19 	      4 
  360.000	   EXIT	    24 	      4 	      4 	   21.3 	     24 
  360.000	   EXIT	    25 	      4 	      4 	   18.5 	     20 
  360.000	   EXIT	    26 	      4 	      3 	   11.7 	     17 
  360.000	  LEAVE	     6 	      4 	      4 	    356 	     13 
  360.000	   EXIT	    27 	      4 	      4 	   3.52 	     13 
  364.972	  ENTER	    30 	      5 	      4 	   3.52 	     13 
  366.761	  ENTER	    31 	      6 	      4 	   3.52 	     13 
  370.502	  ENTER	    32 	      2 	      4 	   3.52 	     13 
  370.642	  ENTER	    33 	      2 	      4 	   3.52 	     13 
  385.950	  ENTER	    34 	      4 	      4 	   3.52 	     13 
  404.578	  ENTER	    35 	      5 	      4 	   3.52 	     13 
  411.031	  ENTER	    36 	      1 	      4 	   3.52 	     13 
  420.000	   EXIT	    28 	      1 	      5 	     55 	     23 
  420.000	   EXIT	    29 	      1 	      6 	   53.2 	     17 
  420.000	   EXIT	    30 	      1 	      2 	   49.5 	     15 
  420.000	   EXIT	    31 	      1 	      2 	   49.4 	     13 
  420.000	   EXIT	    32 	      1 	      4 	   34.1 	      9 
  420.000	   EXIT	    33 	      1 	      5 	   15.4 	      4 
  420.000	  LEAVE	     7 	      1 	      1 	    411 	      3 
  420.000	   EXIT	    34 	      1 	      1 	   8.97 	      3 
  460.905	  ENTER	    37 	      4 	      1 	   8.97 	      3 
  467.161	  ENTER	    38 	      3 	      1 	   8.97 	      3 
  480.000	   EXIT	    35 	      3 	      4 	   19.1 	     24 
  480.000	  LEAVE	     8 	      3 	      3 	    467 	     21 
  480.000	   EXIT	    36 	      3 	      3 	   12.8 	     21 
  486.722	  ENTER	    39 	      2 	      3 	   12.8 	     21 
  497.475	  ENTER	    40 	      1 	      3 	   12.8 	     21 
  507.753	  ENTER	    41 	      4 	      3 	   12.8 	     21 
  540.000	   EXIT	    37 	      4 	      2 	   53.3 	     26 
  540.000	   EXIT	    38 	      4 	      1 	   42.5 	     25 
  540.000	  LEAVE	     9 	      4 	      4 	    508 	     21 
  540.000	   EXIT	    39 	      4 	      4 	   32.2 	     21 
  600.000	  LEAVE	    10 	      4 	     -1 	   32.2 	     28 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.705 Time Sample Var. =	  1.981
 Event Ave. =	  3.333 Event Sample Var. =	  3.822
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   1.28 Time Sample Var. =	  6.802
 Event Ave. =	  3.167 Event Sample Var. =	  5.139
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	  23.27 Time Sample Var. =	    222
 Event Ave. =	  49.62 Event Sample Var. =	   8844
 Minimum =	      0
 Maximum =	  507.8
VARS[1]:
 Time Ave. = 	  19.78 Time Sample Var. =	  85.25
 Event Ave. =	  15.32 Event Sample Var. =	  61.97
 Minimum =	      3
 Maximum =	     28
